cluster_id,n_cells,n_cells_used,top_50_markers,bottom_50_markers,family_50_markers,mean_umi,mean_genes_expressed,pct_mitochondrial,top_50_markers_ensembl,bottom_50_markers_ensembl,family_50_markers_ensembl
C001,457,457,apoltp;slc22a7b.4;slc38a3a;slc8a1b;cygb1;qkib;lamc3;ca4a;ndnfl;tafa5b;msi2b;sema6ba;atp1b4;colec12;igfbp2a;slc6a13;ccbe1;kcnd3;zic3;col23a1b;klhdc8b;itga8;lama2;antxr1a;slc4a4a;kcnh5a;ntd5;robo1;smoc2;ltk;dgkh;fstl1a;gulp1a;adamts10;flvcr2b;myo1f;arrb1;jcada;htr2cl1;gja1b;pcbp4;zeb2b;lrp1aa;ror1;sdk1a;crhr1;nid1b;usp43b;lama1;pdgfra,aep1;omc2;hsd17b12a;pnp5a;crybg1b;f11r.1;capn9;rhpn2;lmo7a;ppl;dhrs11a;fam169aa;cldne;evplb;myo5b;znf185;anxa1c;abcb5;icn2;tcnbb;cyt1;nos1;elf1;cd99;spaca4l;pkp3a;agr1;evpla;icn;epas1a;fras1;pawr;cdh1;krt1-19e;krt5;spns2;ywhabl;fbxo2;cyt1l;abca12;myh14;dspb;myh9a;perp;sec23b;fgfr3;bcam;piezo1;cavin2b;krt4,apoltp;slc22a7b.4;slc38a3a;slc8a1b;cygb1;qkib;lamc3;ca4a;ndnfl;tafa5b;msi2b;sema6ba;atp1b4;colec12;igfbp2a;slc6a13;ccbe1;kcnd3;zic3;col23a1b;klhdc8b;itga8;lama2;antxr1a;slc4a4a;kcnh5a;ntd5;robo1;smoc2;ltk;dgkh;fstl1a;gulp1a;adamts10;flvcr2b;myo1f;arrb1;jcada;htr2cl1;gja1b;pcbp4;zeb2b;lrp1aa;ror1;sdk1a;crhr1;nid1b;usp43b;lama1;pdgfra,477.0,327.7,3.96,ENSDARG00000090623;ENSDARG00000056652;ENSDARG00000027065;ENSDARG00000043406;ENSDARG00000099371;ENSDARG00000002026;ENSDARG00000093572;ENSDARG00000043589;ENSDARG00000076462;ENSDARG00000045608;ENSDARG00000032614;ENSDARG00000036626;ENSDARG00000053262;ENSDARG00000061140;ENSDARG00000052470;ENSDARG00000067567;ENSDARG00000086158;ENSDARG00000056101;ENSDARG00000071497;ENSDARG00000089078;ENSDARG00000090787;ENSDARG00000078717;ENSDARG00000099390;ENSDARG00000025672;ENSDARG00000013730;ENSDARG00000043220;ENSDARG00000040944;ENSDARG00000026784;ENSDARG00000088157;ENSDARG00000042861;ENSDARG00000018716;ENSDARG00000015559;ENSDARG00000001733;ENSDARG00000075188;ENSDARG00000031506;ENSDARG00000078734;ENSDARG00000043241;ENSDARG00000089871;ENSDARG00000018228;ENSDARG00000041799;ENSDARG00000024276;ENSDARG00000078416;ENSDARG00000097827;ENSDARG00000015176;ENSDARG00000078866;ENSDARG00000003989;ENSDARG00000103129;ENSDARG00000088072;ENSDARG00000102277;ENSDARG00000070494,ENSDARG00000039099;ENSDARG00000117474;ENSDARG00000015709;ENSDARG00000078619;ENSDARG00000006060;ENSDARG00000017320;ENSDARG00000012341;ENSDARG00000014577;ENSDARG00000004930;ENSDARG00000101043;ENSDARG00000046090;ENSDARG00000059719;ENSDARG00000043128;ENSDARG00000103459;ENSDARG00000062003;ENSDARG00000103917;ENSDARG00000104359;ENSDARG00000021787;ENSDARG00000055514;ENSDARG00000091996;ENSDARG00000092947;ENSDARG00000068910;ENSDARG00000020759;ENSDARG00000051975;ENSDARG00000116617;ENSDARG00000051861;ENSDARG00000060682;ENSDARG00000019808;ENSDARG00000009978;ENSDARG00000008697;ENSDARG00000054619;ENSDARG00000045486;ENSDARG00000102750;ENSDARG00000090268;ENSDARG00000058371;ENSDARG00000061017;ENSDARG00000040287;ENSDARG00000099306;ENSDARG00000036832;ENSDARG00000074749;ENSDARG00000073732;ENSDARG00000076673;ENSDARG00000063295;ENSDARG00000063572;ENSDARG00000019360;ENSDARG00000004782;ENSDARG00000090190;ENSDARG00000076870;ENSDARG00000071196;ENSDARG00000017624,ENSDARG00000090623;ENSDARG00000056652;ENSDARG00000027065;ENSDARG00000043406;ENSDARG00000099371;ENSDARG00000002026;ENSDARG00000093572;ENSDARG00000043589;ENSDARG00000076462;ENSDARG00000045608;ENSDARG00000032614;ENSDARG00000036626;ENSDARG00000053262;ENSDARG00000061140;ENSDARG00000052470;ENSDARG00000067567;ENSDARG00000086158;ENSDARG00000056101;ENSDARG00000071497;ENSDARG00000089078;ENSDARG00000090787;ENSDARG00000078717;ENSDARG00000099390;ENSDARG00000025672;ENSDARG00000013730;ENSDARG00000043220;ENSDARG00000040944;ENSDARG00000026784;ENSDARG00000088157;ENSDARG00000042861;ENSDARG00000018716;ENSDARG00000015559;ENSDARG00000001733;ENSDARG00000075188;ENSDARG00000031506;ENSDARG00000078734;ENSDARG00000043241;ENSDARG00000089871;ENSDARG00000018228;ENSDARG00000041799;ENSDARG00000024276;ENSDARG00000078416;ENSDARG00000097827;ENSDARG00000015176;ENSDARG00000078866;ENSDARG00000003989;ENSDARG00000103129;ENSDARG00000088072;ENSDARG00000102277;ENSDARG00000070494
C002,873,873,hpdb;vcanb;ptx3a;robo3;hgd;fbln1;adgrg6;colgalt2b;mxra5b;itga8;hmcn2;col1a1a;capn12;glsl;fah;sh3pxd2ab;pde10a;pah;itgb3b;thbs4b;nfatc1;qdpra;gch1;egfem1;and1;gpc1b;afap1l2;prrx1a;arhgap24;prrx1b;pag1;plxdc2b;mtss2b;slc16a10;antxr1c;fgf10a;csgalnact1a;plpp3;adamts3;pappaa;scarf2;lrrc58b;vav3a;cacna1g;abi3bpb;lamc3;tnca;bmp1a;col12a1b;p3h4,epas1a;anxa2a;cd9b;dsg2.1;chs3;gsnb;myo18aa;cldn7b;gjb8;omc2;fut9d;gvin1l2;evplb;atp8b1;abcb5;tcnbb;tuft1a;crybg1b;agr1;spint2;b4galt1;icn;cldne;dhrs13a.2;litafd;scel;pkp3a;ldb3b;evpla;hsd17b12a;lmo7a;abca12;f11r.1;dspa;capn9;anxa1a;spaca4l;erbb3a;arhgdig;dspb;myh9a;anxa1c;klf2b;krt1-19e;stard14;znf185;lama5;ppl;bicdl2l;sec23b,hpdb;vcanb;ptx3a;robo3;hgd;fbln1;adgrg6;colgalt2b;mxra5b;itga8;hmcn2;col1a1a;capn12;glsl;fah;sh3pxd2ab;pde10a;pah;itgb3b;thbs4b;nfatc1;qdpra;gch1;egfem1;and1;gpc1b;afap1l2;prrx1a;arhgap24;prrx1b;pag1;plxdc2b;mtss2b;slc16a10;antxr1c;fgf10a;csgalnact1a;plpp3;adamts3;pappaa;scarf2;lrrc58b;vav3a;cacna1g;abi3bpb;lamc3;tnca;bmp1a;col12a1b;p3h4,351.9,264.3,1.86,ENSDARG00000044935;ENSDARG00000009401;ENSDARG00000068275;ENSDARG00000005645;ENSDARG00000058005;ENSDARG00000103311;ENSDARG00000054137;ENSDARG00000014670;ENSDARG00000076309;ENSDARG00000078717;ENSDARG00000079327;ENSDARG00000012405;ENSDARG00000010758;ENSDARG00000062781;ENSDARG00000101762;ENSDARG00000061758;ENSDARG00000003449;ENSDARG00000020143;ENSDARG00000045070;ENSDARG00000020072;ENSDARG00000036168;ENSDARG00000040190;ENSDARG00000070453;ENSDARG00000005216;ENSDARG00000088514;ENSDARG00000090585;ENSDARG00000074806;ENSDARG00000033971;ENSDARG00000100973;ENSDARG00000042027;ENSDARG00000055875;ENSDARG00000059950;ENSDARG00000087260;ENSDARG00000020984;ENSDARG00000063612;ENSDARG00000030932;ENSDARG00000040535;ENSDARG00000059933;ENSDARG00000060127;ENSDARG00000101090;ENSDARG00000114825;ENSDARG00000063509;ENSDARG00000057107;ENSDARG00000089913;ENSDARG00000071095;ENSDARG00000093572;ENSDARG00000078362;ENSDARG00000028071;ENSDARG00000019601;ENSDARG00000104089,ENSDARG00000008697;ENSDARG00000003216;ENSDARG00000016691;ENSDARG00000076945;ENSDARG00000068947;ENSDARG00000045262;ENSDARG00000075752;ENSDARG00000014047;ENSDARG00000042707;ENSDARG00000117474;ENSDARG00000028098;ENSDARG00000102364;ENSDARG00000103459;ENSDARG00000060980;ENSDARG00000021787;ENSDARG00000091996;ENSDARG00000061242;ENSDARG00000006060;ENSDARG00000060682;ENSDARG00000069476;ENSDARG00000002634;ENSDARG00000009978;ENSDARG00000043128;ENSDARG00000111240;ENSDARG00000087093;ENSDARG00000034677;ENSDARG00000051861;ENSDARG00000099974;ENSDARG00000019808;ENSDARG00000015709;ENSDARG00000004930;ENSDARG00000074749;ENSDARG00000017320;ENSDARG00000022309;ENSDARG00000012341;ENSDARG00000026726;ENSDARG00000116617;ENSDARG00000006202;ENSDARG00000004034;ENSDARG00000076673;ENSDARG00000063295;ENSDARG00000104359;ENSDARG00000040432;ENSDARG00000090268;ENSDARG00000031929;ENSDARG00000103917;ENSDARG00000058543;ENSDARG00000101043;ENSDARG00000091669;ENSDARG00000019360,ENSDARG00000044935;ENSDARG00000009401;ENSDARG00000068275;ENSDARG00000005645;ENSDARG00000058005;ENSDARG00000103311;ENSDARG00000054137;ENSDARG00000014670;ENSDARG00000076309;ENSDARG00000078717;ENSDARG00000079327;ENSDARG00000012405;ENSDARG00000010758;ENSDARG00000062781;ENSDARG00000101762;ENSDARG00000061758;ENSDARG00000003449;ENSDARG00000020143;ENSDARG00000045070;ENSDARG00000020072;ENSDARG00000036168;ENSDARG00000040190;ENSDARG00000070453;ENSDARG00000005216;ENSDARG00000088514;ENSDARG00000090585;ENSDARG00000074806;ENSDARG00000033971;ENSDARG00000100973;ENSDARG00000042027;ENSDARG00000055875;ENSDARG00000059950;ENSDARG00000087260;ENSDARG00000020984;ENSDARG00000063612;ENSDARG00000030932;ENSDARG00000040535;ENSDARG00000059933;ENSDARG00000060127;ENSDARG00000101090;ENSDARG00000114825;ENSDARG00000063509;ENSDARG00000057107;ENSDARG00000089913;ENSDARG00000071095;ENSDARG00000093572;ENSDARG00000078362;ENSDARG00000028071;ENSDARG00000019601;ENSDARG00000104089
C003,93,93,grp;gfral;myo15aa;itpr3;pcbp3;pou2f3;otofa;gramd1a;cobl;st6gal2a;myo1d;pde4cb;arhgap24;magi3b;osbpl3b;lmx1ba;b4galnt3b;tox;tfap2c;eya1;sema4f;gab2;mast4;nrxn2a;man1a1;rbfox1;plekha6;pcdh1b;ptprfb,,atp1b1b;fxyd11;atp1a1a.2;muc5.2;muc5.1;clcn2c;slc12a10.2;slc12a10.3;rgs5b;trpv6;cldn3c;nipal4;atp1a1a.3;ndrg1a;cckbra;linc-mir30e-2;sstr5;hepacam2;ppp1r12b;prlra;capn8;fer1l6;prlrb;cers3a;adgrf8;prom2;ppargc1a;mavs;dusp2;tspan34b;arhgef38;ndrg3a;fa2h;adcy6b;grhl1;tmx2b;rbm47;itpr3;map3k5;fxyd3;elovl1b;eps8l2;slc4a4b;rasa2;ugt8;baiap2l1b;sh3gl2a;esrrga;anxa11a;nedd4a,381.5,283.9,3.34,ENSDARG00000043074;ENSDARG00000089709;ENSDARG00000075292;ENSDARG00000061741;ENSDARG00000054378;ENSDARG00000052387;ENSDARG00000030832;ENSDARG00000076689;ENSDARG00000091006;ENSDARG00000039335;ENSDARG00000036863;ENSDARG00000002411;ENSDARG00000100973;ENSDARG00000025974;ENSDARG00000040482;ENSDARG00000104815;ENSDARG00000058939;ENSDARG00000032317;ENSDARG00000040606;ENSDARG00000014259;ENSDARG00000100308;ENSDARG00000105120;ENSDARG00000078270;ENSDARG00000061454;ENSDARG00000005652;ENSDARG00000014746;ENSDARG00000020328;ENSDARG00000036175;ENSDARG00000005754,,ENSDARG00000076833;ENSDARG00000099117;ENSDARG00000007739;ENSDARG00000058556;ENSDARG00000070331;ENSDARG00000060439;ENSDARG00000071173;ENSDARG00000055253;ENSDARG00000017860;ENSDARG00000014496;ENSDARG00000069503;ENSDARG00000059365;ENSDARG00000039131;ENSDARG00000032849;ENSDARG00000074117;ENSDARG00000102040;ENSDARG00000101655;ENSDARG00000061365;ENSDARG00000117155;ENSDARG00000016570;ENSDARG00000055715;ENSDARG00000019316;ENSDARG00000045955;ENSDARG00000078541;ENSDARG00000093316;ENSDARG00000039406;ENSDARG00000067829;ENSDARG00000069733;ENSDARG00000098108;ENSDARG00000025757;ENSDARG00000079377;ENSDARG00000013087;ENSDARG00000090063;ENSDARG00000027797;ENSDARG00000061391;ENSDARG00000007786;ENSDARG00000061985;ENSDARG00000061741;ENSDARG00000005416;ENSDARG00000099014;ENSDARG00000103735;ENSDARG00000058108;ENSDARG00000044808;ENSDARG00000078775;ENSDARG00000037455;ENSDARG00000031119;ENSDARG00000023600;ENSDARG00000004861;ENSDARG00000077383;ENSDARG00000099843
C004,525,525,mipa;capn3a;crygmx;lim2.4;cryba1l2;bfsp1;cps1;mipb;lim2.1;crybb1l2;cryba1b;gje1a;crybb1l1;crygn2;lim2.3;lctla;bfsp2;cryba2b;crybb1;cryba4;cryba1l1;rnf180a;lim2.5;cryba2a;endou2;crygm2d16;crygm2d12;crygm2d4;crygm2d10;gpx9;crygm2d7;crygm2d3;crygm2d19;crygm2d18;lctlb;crygm2d21;crygm2d17;crygm2d8;crygm2d5;crygm2d13;crygm2d14;crygm2d20;crygmxl2;crygm2d1;crygm2d9;ggt1a;fip1l1a;crygm2d2;tdh2;ctnnd2a,cldne;evplb;crybg1b;etnk1;omc2;ahnak;sec23b;piezo1;tcnbb;pof1b;cav1;abca12;evpla;ppl;perp;znf185;abcb5;cd99;epas1a;nfe2l2a;myh9a;spaca4l;aep1;fbxo2;agr1;cdh1;myo1cb;dhrs11a;cast;pnp5a;capn9;icn2;fam169aa;anxa1c;lmo7a;cyt1;ahr2;krt1-19e;pkp3a;nr4a3;egfra;gmds;ywhaba;fgfr3;elf1;kremen1;tpm3;mef2aa;krt5;dspb,cps1;mipa;crygmx;cryba1l2;lim2.1;lim2.4;mipb;capn3a;lctla;lim2.3;bfsp2;crybb1l2;lim2.5;cryba2b;crygn2;cryba1b;endou2;crybb1l1;crybb1;cryba4;crygm2d16;cryba2a;crygm2d4;gpx9;cryba1l1;crygm2d12;crygm2d10;crygm2d7;crygm2d18;crygm2d3;crygm2d19;ggt1a;crygm2d17;lctlb;crygm2d21;crygm2d8;crygm2d5;tkta;crygm2d20;crygmxl2;crygm2d13;prox2;crygm2d1;fip1l1a;sparcl1;slc7a11;col28a1b;crygm2d2;tdh2;misp,602.4,368.7,5.48,ENSDARG00000037285;ENSDARG00000041864;ENSDARG00000053862;ENSDARG00000015445;ENSDARG00000014803;ENSDARG00000074919;ENSDARG00000020028;ENSDARG00000013963;ENSDARG00000068974;ENSDARG00000016793;ENSDARG00000053875;ENSDARG00000054150;ENSDARG00000007576;ENSDARG00000030411;ENSDARG00000037402;ENSDARG00000036139;ENSDARG00000011998;ENSDARG00000041925;ENSDARG00000068507;ENSDARG00000024548;ENSDARG00000032929;ENSDARG00000073720;ENSDARG00000041295;ENSDARG00000030349;ENSDARG00000020122;ENSDARG00000076790;ENSDARG00000069801;ENSDARG00000087164;ENSDARG00000087765;ENSDARG00000003077;ENSDARG00000076572;ENSDARG00000088823;ENSDARG00000109861;ENSDARG00000073750;ENSDARG00000016337;ENSDARG00000086658;ENSDARG00000069817;ENSDARG00000116164;ENSDARG00000069792;ENSDARG00000057460;ENSDARG00000087301;ENSDARG00000091148;ENSDARG00000074001;ENSDARG00000087324;ENSDARG00000115701;ENSDARG00000023526;ENSDARG00000043328;ENSDARG00000086917;ENSDARG00000001463;ENSDARG00000062415,ENSDARG00000043128;ENSDARG00000103459;ENSDARG00000006060;ENSDARG00000019420;ENSDARG00000117474;ENSDARG00000061764;ENSDARG00000019360;ENSDARG00000076870;ENSDARG00000091996;ENSDARG00000054060;ENSDARG00000103747;ENSDARG00000074749;ENSDARG00000019808;ENSDARG00000101043;ENSDARG00000063572;ENSDARG00000103917;ENSDARG00000021787;ENSDARG00000051975;ENSDARG00000008697;ENSDARG00000042824;ENSDARG00000063295;ENSDARG00000116617;ENSDARG00000039099;ENSDARG00000099306;ENSDARG00000060682;ENSDARG00000102750;ENSDARG00000061579;ENSDARG00000046090;ENSDARG00000058693;ENSDARG00000078619;ENSDARG00000012341;ENSDARG00000055514;ENSDARG00000059719;ENSDARG00000104359;ENSDARG00000004930;ENSDARG00000092947;ENSDARG00000021833;ENSDARG00000090268;ENSDARG00000051861;ENSDARG00000055854;ENSDARG00000013847;ENSDARG00000026629;ENSDARG00000013078;ENSDARG00000004782;ENSDARG00000020759;ENSDARG00000062579;ENSDARG00000005162;ENSDARG00000031756;ENSDARG00000058371;ENSDARG00000076673,ENSDARG00000020028;ENSDARG00000037285;ENSDARG00000053862;ENSDARG00000014803;ENSDARG00000068974;ENSDARG00000015445;ENSDARG00000013963;ENSDARG00000041864;ENSDARG00000036139;ENSDARG00000037402;ENSDARG00000011998;ENSDARG00000016793;ENSDARG00000041295;ENSDARG00000041925;ENSDARG00000030411;ENSDARG00000053875;ENSDARG00000020122;ENSDARG00000007576;ENSDARG00000068507;ENSDARG00000024548;ENSDARG00000076790;ENSDARG00000030349;ENSDARG00000087164;ENSDARG00000003077;ENSDARG00000032929;ENSDARG00000069801;ENSDARG00000087765;ENSDARG00000076572;ENSDARG00000073750;ENSDARG00000088823;ENSDARG00000109861;ENSDARG00000023526;ENSDARG00000069817;ENSDARG00000016337;ENSDARG00000086658;ENSDARG00000116164;ENSDARG00000069792;ENSDARG00000029689;ENSDARG00000091148;ENSDARG00000074001;ENSDARG00000057460;ENSDARG00000041952;ENSDARG00000087324;ENSDARG00000043328;ENSDARG00000074989;ENSDARG00000071384;ENSDARG00000087087;ENSDARG00000086917;ENSDARG00000001463;ENSDARG00000104047
C005,107,107,slc4a1a;alas2;nt5c2l1;epb41b;hbae3;hbbe1.3;ank1a;sptb;hsp90aa1.2;spns2;mbnl1;dip2ca;sox6;macf1a;malat1,cast;krt5;hdlbpa;actb2;pleca;ahnak,slc4a1a;alas2;nt5c2l1;epb41b;hbae3;hbbe1.3;ank1a;sptb;hsp90aa1.2;spns2;mbnl1;dip2ca;sox6;macf1a;malat1,338.7,262.8,3.17,ENSDARG00000012881;ENSDARG00000038643;ENSDARG00000034852;ENSDARG00000029019;ENSDARG00000079305;ENSDARG00000087390;ENSDARG00000059093;ENSDARG00000030490;ENSDARG00000024746;ENSDARG00000061017;ENSDARG00000052978;ENSDARG00000062154;ENSDARG00000015536;ENSDARG00000028533;ENSDARG00000099970,ENSDARG00000058693;ENSDARG00000058371;ENSDARG00000009830;ENSDARG00000037870;ENSDARG00000062590;ENSDARG00000061764,ENSDARG00000012881;ENSDARG00000038643;ENSDARG00000034852;ENSDARG00000029019;ENSDARG00000079305;ENSDARG00000087390;ENSDARG00000059093;ENSDARG00000030490;ENSDARG00000024746;ENSDARG00000061017;ENSDARG00000052978;ENSDARG00000062154;ENSDARG00000015536;ENSDARG00000028533;ENSDARG00000099970
C006,323,323,cyt1l;krt4;gvin1l2;cyt1;krt5;krt1-19e;ponzr4;ponzr3;aep1;sox7;icn;fbxo2;sec23b;tob1b;ppl;tcnbb;icn2;anxa1c;trib1;stard14;dhrs13a.2;rhbg;selenow1;bicdl2l;omc2;hspa8;actb2;ip6k2a;evpla;anxa1a;cast;epas1a;znf185;stx11b.1;etnk1;hdlbpa;pnp5a;klf2b;serp1;abca12;mpp1;agr1;sgk1;tnk1;pabpc1a;foxq1a;hsd17b12a;gsnb;krt17;fthl27,bcam;bnc2;fndc3ba;nectin1b;agrn;pbx1a;aff2;sema4c;ptprsa;hspg2;ldlrad4a;foxn3;dacha;diaph2;zeb1b;sgcd;tox2;pard3bb;kcnma1a;col4a6;znf423;dip2ca;col5a1;plxna1a;myo18ab;bcar1;fat1a;plxna3;adgrl1a;npas3;rbfox1;foxp1b;ctnna2;gnao1a;col1a1a;ank2b;nova2;arvcfb;pbx3b;cadm1a;tns1b;ebf1a;ptprga;galnt1;auts2a;tenm4;col11a1a;bach2b;ebf3a;trps1,cyt1l;krt4;evpla;ppl;cyt1;znf185;anxa1c;evplb;capn9;cldne;abca12;icn2;pkhd1l1.1;agr1;krt5;litafd;a2m1;nos1;abcb5;cast;krt17;icn;aep1;omc2;cldn23.1;s100w;duox;cyp2y3;il17rc;dhrs13a.2;ftr86;gvin1l2;selenow2b;fbxo2;prkchb;aldob;arap1a;anxa2a;elovl7b;stard14;tspo;gjb8;bicdl2l;anxa1a;anxa1b;scel;elovl7a;pcdh20l;stx11b.1;ftr83,899.7,442.2,14.07,ENSDARG00000036832;ENSDARG00000017624;ENSDARG00000102364;ENSDARG00000092947;ENSDARG00000058371;ENSDARG00000090268;ENSDARG00000087440;ENSDARG00000088589;ENSDARG00000039099;ENSDARG00000030125;ENSDARG00000009978;ENSDARG00000099306;ENSDARG00000019360;ENSDARG00000021372;ENSDARG00000101043;ENSDARG00000091996;ENSDARG00000055514;ENSDARG00000104359;ENSDARG00000110963;ENSDARG00000031929;ENSDARG00000111240;ENSDARG00000009018;ENSDARG00000035136;ENSDARG00000091669;ENSDARG00000117474;ENSDARG00000068992;ENSDARG00000037870;ENSDARG00000008310;ENSDARG00000019808;ENSDARG00000026726;ENSDARG00000058693;ENSDARG00000008697;ENSDARG00000103917;ENSDARG00000029290;ENSDARG00000019420;ENSDARG00000009830;ENSDARG00000078619;ENSDARG00000040432;ENSDARG00000099439;ENSDARG00000074749;ENSDARG00000105287;ENSDARG00000060682;ENSDARG00000025522;ENSDARG00000069433;ENSDARG00000017219;ENSDARG00000030896;ENSDARG00000015709;ENSDARG00000045262;ENSDARG00000094041;ENSDARG00000031776,ENSDARG00000090190;ENSDARG00000069989;ENSDARG00000078179;ENSDARG00000086034;ENSDARG00000079388;ENSDARG00000100494;ENSDARG00000052242;ENSDARG00000079611;ENSDARG00000059738;ENSDARG00000076564;ENSDARG00000070555;ENSDARG00000012833;ENSDARG00000010132;ENSDARG00000076060;ENSDARG00000013207;ENSDARG00000098573;ENSDARG00000100055;ENSDARG00000034555;ENSDARG00000079840;ENSDARG00000052061;ENSDARG00000059707;ENSDARG00000062154;ENSDARG00000012593;ENSDARG00000105452;ENSDARG00000061862;ENSDARG00000056525;ENSDARG00000017591;ENSDARG00000007172;ENSDARG00000089292;ENSDARG00000109820;ENSDARG00000014746;ENSDARG00000014181;ENSDARG00000024785;ENSDARG00000016676;ENSDARG00000012405;ENSDARG00000043313;ENSDARG00000017673;ENSDARG00000061688;ENSDARG00000013615;ENSDARG00000031075;ENSDARG00000020845;ENSDARG00000099849;ENSDARG00000045006;ENSDARG00000061335;ENSDARG00000056427;ENSDARG00000105088;ENSDARG00000026165;ENSDARG00000004074;ENSDARG00000100244;ENSDARG00000104082,ENSDARG00000036832;ENSDARG00000017624;ENSDARG00000019808;ENSDARG00000101043;ENSDARG00000092947;ENSDARG00000103917;ENSDARG00000104359;ENSDARG00000103459;ENSDARG00000012341;ENSDARG00000043128;ENSDARG00000074749;ENSDARG00000055514;ENSDARG00000091116;ENSDARG00000060682;ENSDARG00000058371;ENSDARG00000087093;ENSDARG00000104200;ENSDARG00000068910;ENSDARG00000021787;ENSDARG00000058693;ENSDARG00000094041;ENSDARG00000009978;ENSDARG00000039099;ENSDARG00000117474;ENSDARG00000028096;ENSDARG00000101181;ENSDARG00000062632;ENSDARG00000101423;ENSDARG00000099902;ENSDARG00000111240;ENSDARG00000076839;ENSDARG00000102364;ENSDARG00000089936;ENSDARG00000099306;ENSDARG00000043243;ENSDARG00000053684;ENSDARG00000062221;ENSDARG00000003216;ENSDARG00000100185;ENSDARG00000031929;ENSDARG00000026655;ENSDARG00000042707;ENSDARG00000091669;ENSDARG00000026726;ENSDARG00000100095;ENSDARG00000034677;ENSDARG00000069279;ENSDARG00000101910;ENSDARG00000029290;ENSDARG00000025403
