position	var_name	gene_symbol	marker_name	ensembl_gene_id	highly_variable
9185	gtf2a2	gtf2a2	gtf2a2	ENSDARG00000053685	0
9186	maea	maea	maea	ENSDARG00000053691	0
9187	zgc:162948	zgc:162948	zgc:162948	ENSDARG00000053695	0
9188	il2rgb	il2rgb	il2rgb	ENSDARG00000053702	0
9189	ghrhrb	ghrhrb	ghrhrb	ENSDARG00000053708	0
9190	si:ch73-89b15.3	si:ch73-89b15.3	si:ch73-89b15.3	ENSDARG00000053709	1
9191	GPR68	gpr68	gpr68	ENSDARG00000053711	0
9192	ccdc88c	ccdc88c	ccdc88c	ENSDARG00000053713	0
9193	zgc:153990	zgc:153990	zgc:153990	ENSDARG00000053716	0
9194	adcyap1r1a	adcyap1r1b	adcyap1r1b	ENSDARG00000053724	1
9195	ttll3	ttll3	ttll3	ENSDARG00000053728	0
9196	AL954695.1	si:ch211-202n12.4	si:ch211-202n12.4	ENSDARG00000053731	0
9197	dcdc2b	dcdc2b	dcdc2b	ENSDARG00000053744	0
9198	CABZ01084566.1	CABZ01084566.1	cabz01084566.1	ENSDARG00000053746	0
9199	mff	mffa	mffa	ENSDARG00000053753	0
9200	si:dkey-187j14.4	si:dkey-187j14.4	si:dkey-187j14.4	ENSDARG00000053761	0
9201	apbb3	apbb3	apbb3	ENSDARG00000053771	1
9202	vgll2b	vgll2b	vgll2b	ENSDARG00000053773	0
9203	alpi.2	alpi.2	alpi.2	ENSDARG00000053774	0
9204	si:ch211-218m3.13	or21.49	or21.49	ENSDARG00000053779	0
9205	si:rp71-1g18.1	si:rp71-1g18.1	si:rp71-1g18.1	ENSDARG00000053792	0
9206	si:ch211-276c2.4	si:ch211-276c2.4	si:ch211-276c2.4	ENSDARG00000053800	0
9207	cbln5	cbln5	cbln5	ENSDARG00000053802	0
9208	klhl43	klhl43	klhl43	ENSDARG00000053803	0
9209	osbpl2a	osbpl2a	osbpl2a	ENSDARG00000053804	0
9210	trub1	trub1	trub1	ENSDARG00000053805	0
9211	hnrnpc	hnrnpca	hnrnpca	ENSDARG00000053810	0
9212	or115-11	or70a11	or70a11	ENSDARG00000053813	0
9213	or115-2	or70a1	or70a1	ENSDARG00000053817	0
9214	pcmtd2a	pcmtd2a	pcmtd2a	ENSDARG00000053820	0
9215	ubxn11	ubxn11	ubxn11	ENSDARG00000053828	0
9216	pax9	pax9	pax9	ENSDARG00000053829	0
9217	vtnb	vtnb	vtnb	ENSDARG00000053831	0
9218	mtnr1ba	mtnr1ba	mtnr1ba	ENSDARG00000053833	0
9219	plekhh1	plekhh1	plekhh1	ENSDARG00000053835	1
9220	si:ch211-284o19.8	si:ch211-284o19.8	si:ch211-284o19.8	ENSDARG00000053836	0
9221	ei24	ei24	ei24	ENSDARG00000053840	0
9222	cbln14	cbln14	cbln14	ENSDARG00000053845	0
9223	slc13a2	slc13a2	slc13a2	ENSDARG00000053853	0
9224	uts2a	uts2a	uts2a	ENSDARG00000053854	0
9225	ccdc187	ccdc187	ccdc187	ENSDARG00000053857	0
9226	crip1	crip1	crip1	ENSDARG00000053858	0
9227	ism2b	ism2b	ism2b	ENSDARG00000053859	0
9228	crygmx	crygmx	crygmx	ENSDARG00000053862	0
9229	elmsan1b	mideasb	mideasb	ENSDARG00000053864	0
9230	etv2	etsrp	etsrp	ENSDARG00000053868	0
9231	cryba1b	cryba1b	cryba1b	ENSDARG00000053875	1
9232	klhl26	klhl26	klhl26	ENSDARG00000053876	0
9233	cpdb	cpdb	cpdb	ENSDARG00000053877	0
9234	inpp5l	inpp5l	inpp5l	ENSDARG00000053878	0
9235	med13a	med13a	med13a	ENSDARG00000053884	0
9236	tmem62	tmem62	tmem62	ENSDARG00000053890	0
9237	slc30a1b	slc30a1b	slc30a1b	ENSDARG00000053896	0
9238	angpt2b	angpt2b	angpt2b	ENSDARG00000053906	1
9239	si:dkey-42l23.3	si:dkey-42l23.3	si:dkey-42l23.3	ENSDARG00000053911	0
9240	fbl	fbl	fbl	ENSDARG00000053912	0
9241	alg10	alg10	alg10	ENSDARG00000053917	0
9242	srfa	srfa	srfa	ENSDARG00000053918	0
9243	si:dkey-117a8.3	si:dkey-117a8.3	si:dkey-117a8.3	ENSDARG00000053928	0
9244	opn4b	opn4b	opn4b	ENSDARG00000053929	1
9245	si:dkey-42l23.5	si:dkey-42l23.5	si:dkey-42l23.5	ENSDARG00000053931	0
9246	hdhd3	hdhd3	hdhd3	ENSDARG00000053934	0
9247	si:ch211-137j23.8	si:ch211-137j23.8	si:ch211-137j23.8	ENSDARG00000053938	0
9248	tgfa	tgfa	tgfa	ENSDARG00000053939	0
9249	btr32	btr32	btr32	ENSDARG00000053940	0
9250	lin37	lin37	lin37	ENSDARG00000053950	0
9251	myadml2	myadml2	myadml2	ENSDARG00000053953	0
9252	sptbn2	sptbn2	sptbn2	ENSDARG00000053956	0
9253	cdc42ep2	cdc42ep2	cdc42ep2	ENSDARG00000053959	0
9254	slc2a11a	slc2a11a	slc2a11a	ENSDARG00000053961	0
9255	npm2b	npm2b	npm2b	ENSDARG00000053963	0
9256	cyp17a2	cyp17a2	cyp17a2	ENSDARG00000053966	0
9257	fetub	fetub	fetub	ENSDARG00000053973	0
9258	chmp2a	chmp2a	chmp2a	ENSDARG00000053979	0
9259	htr1b	htr1b	htr1b	ENSDARG00000053987	0
9260	hmgb2b	hmgb2b	hmgb2b	ENSDARG00000053990	0
9261	sfi1	sfi1	sfi1	ENSDARG00000053992	0
9262	gpank1	gpank1	gpank1	ENSDARG00000053995	0
9263	rargb	rargb	rargb	ENSDARG00000054003	0
9264	ppp1r2	ppp1r2	ppp1r2	ENSDARG00000054007	0
9265	scaf1	scaf1	scaf1	ENSDARG00000054010	0
9266	ttll6	ttll6	ttll6	ENSDARG00000054023	0
9267	hoxb8b	hoxb8b	hoxb8b	ENSDARG00000054025	0
9268	mustn1a	mustn1a	mustn1a	ENSDARG00000054026	0
9269	hoxb5b	hoxb5b	hoxb5b	ENSDARG00000054030	0
9270	mxd4	mxd4	mxd4	ENSDARG00000054031	0
9271	rab24	rab24	rab24	ENSDARG00000054032	0
9272	hoxb1b	hoxb1b	hoxb1b	ENSDARG00000054033	0
9273	rnf34b	rnf34b	rnf34b	ENSDARG00000054036	0
9274	plin1	plin1	plin1	ENSDARG00000054048	0
9275	vsig8a	vsig8a	vsig8a	ENSDARG00000054050	0
9276	zgc:153219	zgc:153219	zgc:153219	ENSDARG00000054054	0
9277	ostn	ostn	ostn	ENSDARG00000054055	0
9278	h1-10	h1-10	h1-10	ENSDARG00000054058	0
9279	pof1b	pof1b	pof1b	ENSDARG00000054060	0
9280	arpc4	arpc4	arpc4	ENSDARG00000054063	0
9281	tatdn3	tatdn3	tatdn3-1	ENSDARG00000054076	0
9282	irs1	irs1	irs1	ENSDARG00000054087	0
9283	rbm41	rbm41	rbm41	ENSDARG00000054096	0
9284	ripply1	ripply1	ripply1	ENSDARG00000054103	0
9285	tmem30b	tmem30b	tmem30b	ENSDARG00000054122	0
9286	htr1d	htr1d	htr1d	ENSDARG00000054124	0
9287	slc26a6l	slc26a6l1	slc26a6l1	ENSDARG00000054127	0
9288	im:7136021	im:7136021	im:7136021	ENSDARG00000054128	0
9289	ccdc105	tektl1	tektl1	ENSDARG00000054136	0
9290	adgrg6	adgrg6	adgrg6	ENSDARG00000054137	1
9291	cx23	gje1a	gje1a	ENSDARG00000054150	0
9292	nmbr	nmbr	nmbr	ENSDARG00000054152	0
9293	ftr50	ftr50.2	ftr50.2	ENSDARG00000054153	0
9294	bms1	bms1	bms1	ENSDARG00000054154	0
9295	pcna	pcna	pcna	ENSDARG00000054155	0
9296	zgc:113625	zgc:113625	zgc:113625	ENSDARG00000054160	1
9297	nfatc4	nfatc4	nfatc4	ENSDARG00000054162	1
9298	mrps17	mrps17	mrps17	ENSDARG00000054164	0
9299	ltb4r2b	ltb4r2b	ltb4r2b	ENSDARG00000054170	0
9300	pgrmc1	pgrmc1	pgrmc1	ENSDARG00000054172	0
9301	adgra1a	adgra1a	adgra1a	ENSDARG00000054177	0
9302	valopb	valopb	valopb	ENSDARG00000054181	0
9303	btr06	btr06	btr06	ENSDARG00000054184	0
9304	ncs1b	ncs1b	ncs1b	ENSDARG00000054186	0
9305	pgk1	pgk1	pgk1	ENSDARG00000054191	0
9306	slc38a8b	slc38a8b	slc38a8b	ENSDARG00000054196	0
9307	mthfd2l	mthfd2l	mthfd2l	ENSDARG00000054199	0
9308	rnf40	rnf40	rnf40	ENSDARG00000054201	0
9309	hbl4	hbl4	hbl4	ENSDARG00000054202	0
9310	npffr1l1	npffr1l1	npffr1l1	ENSDARG00000054203	0
9311	phkg2	phkg2	phkg2	ENSDARG00000054208	0
9312	st8sia7.1	st8sia7.1	st8sia7.1	ENSDARG00000054211	0
9313	hectd1	hectd1	hectd1	ENSDARG00000054213	0
9314	si:ch73-269m23.5	gltpd2a	gltpd2a	ENSDARG00000054218	0
9315	ap4s1	ap4s1	ap4s1	ENSDARG00000054220	0
9316	fbxl8	fbxl8	fbxl8	ENSDARG00000054222	0
9317	ipo11	ipo11	ipo11	ENSDARG00000054224	0
9318	taar16a	taar16a	taar16a	ENSDARG00000054237	0
9319	ghrl	ghrl	ghrl	ENSDARG00000054239	0
9320	crbn	crbn	crbn	ENSDARG00000054250	0
9321	slc66a3	slc66a3	slc66a3	ENSDARG00000054251	0
9322	taar18d	taar18d	taar18d	ENSDARG00000054252	0
9323	sobpa	sobpa	sobpa	ENSDARG00000054253	0
9324	taar18a	taar18a	taar18a	ENSDARG00000054254	0
9325	tctex1d2	dynlt2b	dynlt2b	ENSDARG00000054255	0
9326	nat10	nat10	nat10	ENSDARG00000054259	0
9327	taar20c	taar20c	taar20c	ENSDARG00000054261	0
9328	cog4	cog4	cog4	ENSDARG00000054264	0
9329	cdkn1bb	cdkn1bb	cdkn1bb	ENSDARG00000054271	0
9330	caprin1b	caprin1b	caprin1b	ENSDARG00000054272	0
9331	zgc:63972	zgc:63972	zgc:63972	ENSDARG00000054288	0
9332	acin1a	acin1a	acin1a	ENSDARG00000054290	0
9333	C2H14orf119	si:ch211-14a17.11	si:ch211-14a17.11	ENSDARG00000054292	0
9334	dhrs1	dhrs1	dhrs1	ENSDARG00000054300	0
9335	kti12	kti12	kti12	ENSDARG00000054301	0
9336	ehd4	ehd4	ehd4	ENSDARG00000054302	0
9337	homeza	homeza	homeza	ENSDARG00000054304	0
9338	zgc:77151	zgc:77151	zgc:77151	ENSDARG00000054307	0
9339	slc38a6	slc38a6	slc38a6	ENSDARG00000054312	0
9340	zp3f.2	zp3f.2	zp3f.2	ENSDARG00000054313	0
9341	stk33	stk33	stk33	ENSDARG00000054318	0
9342	oxct1b	oxct1b	oxct1b	ENSDARG00000054319	0
9343	ap2a1	ap2a1	ap2a1	ENSDARG00000054320	0
9344	ngs	ngs	ngs	ENSDARG00000054321	1
9345	pparab	pparab	pparab	ENSDARG00000054323	0
9346	rerglb	rerglb	rerglb	ENSDARG00000054324	0
9347	ccn4a	ccn4a	ccn4a	ENSDARG00000054331	0
9348	trim66	trim66	trim66	ENSDARG00000054332	1
9349	dctpp1	dctpp1	dctpp1	ENSDARG00000054334	0
9350	ap1g2	ap1g2	ap1g2	ENSDARG00000054337	0
9351	sla1a	sla1a	sla1a	ENSDARG00000054340	0
9352	slc7a8b	slc7a8b	slc7a8b	ENSDARG00000054343	0
9353	gabpb2b	gabpb2b	gabpb2b	ENSDARG00000054344	0
9354	lrrc9	lrrc9	lrrc9	ENSDARG00000054352	0
9355	dcaf7	dcaf7	dcaf7	ENSDARG00000054355	0
9356	ccdc47	ccdc47	ccdc47	ENSDARG00000054362	0
9357	si:zfos-464b6.2	si:zfos-464b6.2	si:zfos-464b6.2	ENSDARG00000054363	0
9358	b3gnt3.2	b3gnt3.2	b3gnt3.2	ENSDARG00000054373	0
9359	alg13	alg13	alg13	ENSDARG00000054374	0
9360	pcbp3	pcbp3	pcbp3	ENSDARG00000054378	1
9361	rhof	rhof	rhof	ENSDARG00000054389	0
9362	si:ch211-198n5.11	si:ch211-198n5.11	si:ch211-198n5.11	ENSDARG00000054400	0
9363	spata17	spata17	spata17	ENSDARG00000054414	0
9364	ssuh2.2	ssuh2.2	ssuh2.2	ENSDARG00000054418	0
9365	rpe65c	rpe65c	rpe65c	ENSDARG00000054420	0
9366	slc7a6	slc7a6	slc7a6	ENSDARG00000054423	0
9367	yipf6	yipf6	yipf6	ENSDARG00000054433	0
9368	fzd2	fzd2	fzd2	ENSDARG00000054438	0
9369	cbx1b	cbx1b	cbx1b	ENSDARG00000054442	0
9370	ccdc43	ccdc43	ccdc43	ENSDARG00000054446	0
9371	slc29a1b	slc29a1b	slc29a1b	ENSDARG00000054447	0
9372	kif1c	kif1cb	kif1cb	ENSDARG00000054448	0
9373	loxl1	loxl1	loxl1	ENSDARG00000054451	1
9374	epha4a	epha4a	epha4a	ENSDARG00000054454	1
9375	clip3	clip3	clip3	ENSDARG00000054456	0
9376	slmapa	slmapa	slmapa	ENSDARG00000054458	0
9377	tinf2	tinf2	tinf2	ENSDARG00000054473	0
9378	stambpa	stambpa	stambpa	ENSDARG00000054501	0
9379	adrb2b	adrb2b	adrb2b	ENSDARG00000054510	0
9380	rars1	rars1	rars1	ENSDARG00000054530	0
9381	araf	araf	araf	ENSDARG00000054533	0
9382	ACOT12	acot12	acot12	ENSDARG00000054534	0
9383	nhsl1a	nhsl1a	nhsl1a	ENSDARG00000054537	1
9384	lrp10	lrp10	lrp10	ENSDARG00000054539	0
9385	imp4	imp4	imp4	ENSDARG00000054540	0
9386	il12bb	il12bb	il12bb	ENSDARG00000054542	0
9387	samsn1a	samsn1a	samsn1a	ENSDARG00000054543	0
9388	si:ch73-285p12.4	si:ch73-285p12.4	si:ch73-285p12.4	ENSDARG00000054548	0
9389	her15.2	her15.2	her15.2	ENSDARG00000054560	0
9390	her15.1	her15.1	her15.1	ENSDARG00000054562	0
9391	smg1	smg1	smg1	ENSDARG00000054570	0
9392	wdr95	wdr95	wdr95	ENSDARG00000054572	0
9393	znhit1	znhit1	znhit1	ENSDARG00000054574	0
9394	waif2	tpbgl	tpbgl	ENSDARG00000054575	0
9395	arl6ip1	arl6ip1	arl6ip1	ENSDARG00000054578	0
9396	mfsd6b	mfsd6b	mfsd6b	ENSDARG00000054583	0
9397	FO681288.1	FO681288.1	fo681288.1	ENSDARG00000054584	0
9398	cox6a2	cox6a2	cox6a2	ENSDARG00000054588	0
9399	cnot6l	cnot6l	cnot6l	ENSDARG00000054597	0
9400	mrpl1	mrpl1	mrpl1	ENSDARG00000054606	0
9401	slco2b1	slco2b1	slco2b1	ENSDARG00000054609	0
9402	coro1a	coro1a	coro1a	ENSDARG00000054610	0
9403	cldni	cldni	cldni	ENSDARG00000054616	1
9404	fras1	fras1	fras1	ENSDARG00000054619	1
9405	fli1a	fli1	fli1	ENSDARG00000054632	1
9406	tent5ab	tent5ab	tent5ab	ENSDARG00000054641	0
9407	si:ch211-51c14.1	si:ch211-51c14.1	si:ch211-51c14.1	ENSDARG00000054645	0
9408	rac1l	rac1l	rac1l	ENSDARG00000054649	0
9409	si:ch211-1f22.5	si:ch211-1f22.5	si:ch211-1f22.5	ENSDARG00000054655	0
9410	slc34a1b	slc34a1b	slc34a1b	ENSDARG00000054658	0
9411	pgpep1	pgpep1	pgpep1	ENSDARG00000054666	0
9412	adra2db	adra2db	adra2db	ENSDARG00000054667	0
9413	chrna9	chrna9a	chrna9a	ENSDARG00000054680	0
9414	prdm8b	prdm8b	prdm8b	ENSDARG00000054683	0
9415	si:dkey-166k12.1	si:dkey-166k12.1	si:dkey-166k12.1	ENSDARG00000054690	0
9416	psmb4	psmb4	psmb4	ENSDARG00000054696	0
9417	prlh2r	prlh2r	prlh2r	ENSDARG00000054700	0
9418	dhx8	dhx8	dhx8	ENSDARG00000054707	0
9419	or118-2	or71as1	or71as1	ENSDARG00000054718	0
9420	or118-3	or71ar1	or71ar1	ENSDARG00000054719	0
9421	or118-1	or71as2	or71as2	ENSDARG00000054720	0
9422	si:ch211-242b18.1	pde4dip	pde4dip	ENSDARG00000054723	0
9423	or116-1	or71aq1	or71aq1	ENSDARG00000054734	0
9424	prkg2	prkg2	prkg2	ENSDARG00000054741	0
9425	si:ch211-244e12.7	gjd5	gjd5	ENSDARG00000054744	0
9426	uggt1	uggt1	uggt1	ENSDARG00000054746	0
9427	cuedc1b	cuedc1b	cuedc1b	ENSDARG00000054748	0
9428	lmo4b	lmo4b	lmo4b	ENSDARG00000054749	1
9429	col10a1a	col10a1a	col10a1a	ENSDARG00000054753	1
9430	hs6st1a	hs6st1a	hs6st1a	ENSDARG00000054754	1
9431	alox5ap	alox5ap	alox5ap	ENSDARG00000054755	0
9432	ghra	ghra	ghra	ENSDARG00000054771	0
9433	C8H5orf51	rimoc1	rimoc1	ENSDARG00000054777	0
9434	pogza	pogza	pogza	ENSDARG00000054778	0
9435	faah2b	faah2b	faah2b	ENSDARG00000054786	0
9436	lysmd1	lysmd1	lysmd1	ENSDARG00000054789	0
9437	emc10	emc10	emc10	ENSDARG00000054793	0
9438	plcxd3	plcxd3	plcxd3	ENSDARG00000054794	0
9439	zgc:153441	crdh	crdh	ENSDARG00000054797	0
9440	rfc1	rfc1	rfc1	ENSDARG00000054799	0
9441	anp32e	anp32e	anp32e	ENSDARG00000054804	0
9442	btr09	btr09	btr09	ENSDARG00000054805	0
9443	sec13	sec13	sec13	ENSDARG00000054807	0
9444	ptp4a3b	ptp4a3b	ptp4a3b	ENSDARG00000054814	0
9445	rpl32	rpl32	rpl32	ENSDARG00000054818	0
9446	nubpl	nubpl	nubpl	ENSDARG00000054821	0
9447	id3	id3	id3	ENSDARG00000054823	0
9448	ssuh2.4	ssuh2.4	ssuh2.4	ENSDARG00000054827	0
9449	pik3c3	pik3c3	pik3c3	ENSDARG00000054829	0
9450	nucb1	nucb1	nucb1	ENSDARG00000054833	0
9451	ugt5f1	ugt5f1	ugt5f1	ENSDARG00000054835	0
9452	zgc:136870	zgc:136870	zgc:136870	ENSDARG00000054837	0
9453	hsd17b14	hsd17b14	hsd17b14	ENSDARG00000054842	0
9454	xcr1a.1	xcr1a.1	xcr1a.1	ENSDARG00000054847	0
9455	pdk4	pdk4	pdk4	ENSDARG00000054848	0
9456	bcat2	bcat2	bcat2	ENSDARG00000054849	0
9457	CSKMT	cskmt	cskmt	ENSDARG00000054856	0
9458	tp53bp2b	tp53bp2b	tp53bp2b	ENSDARG00000054858	0
9459	aplp2	aplp2	aplp2	ENSDARG00000054864	0
9460	hibch	hibch	hibch	ENSDARG00000054867	0
9461	gpsm1b	gpsm1b	gpsm1b	ENSDARG00000054874	0
9462	six2b	six2b	six2b	ENSDARG00000054878	0
9463	six3b	six3b	six3b	ENSDARG00000054879	0
9464	FP015808.1	si:ch73-27j14.1	si:ch73-27j14.1	ENSDARG00000054882	0
9465	rgra	rgra	rgra	ENSDARG00000054890	0
9466	ms4a17a.16	ms4a17a.16	ms4a17a.16	ENSDARG00000054898	0
9467	mta3	mta3	mta3	ENSDARG00000054903	0
9468	ier5l	ier5l	ier5l	ENSDARG00000054906	0
9469	cox7a2l	cox7a2l	cox7a2l	ENSDARG00000054907	0
9470	tmsb	tmsb	tmsb	ENSDARG00000054911	0
9471	dgat1b	dgat1b	dgat1b	ENSDARG00000054914	0
9472	eif4ebp3	eif4ebp3	eif4ebp3	ENSDARG00000054916	0
9473	zgc:110540	zgc:110540	zgc:110540	ENSDARG00000054929	0
9474	tpra1	tpra1	tpra1	ENSDARG00000054930	0
9475	ppp2r5b	ppp2r5b	ppp2r5b	ENSDARG00000054931	1
9476	zgc:101765	zgc:101765	zgc:101765	ENSDARG00000054934	0
9477	badb	badb	badb	ENSDARG00000054937	0
9478	ldlrad4b	ldlrad4b	ldlrad4b	ENSDARG00000054941	1
9479	lgals2a	lgals2a	lgals2a	ENSDARG00000054942	0
9480	mc5rb	mc5rb	mc5rb	ENSDARG00000054946	0
9481	mc2r	mc2r	mc2r	ENSDARG00000054949	0
9482	eef2kmt	eef2kmt	eef2kmt	ENSDARG00000054950	0
9483	znf1015	si:ch73-266f23.2	si:ch73-266f23.2	ENSDARG00000054957	0
9484	alg1	alg1	alg1	ENSDARG00000054963	0
9485	cd40	cd40	cd40	ENSDARG00000054968	0
9486	itsn2b	itsn2b	itsn2b	ENSDARG00000054973	0
9487	cxcr2	cxcr2	cxcr2	ENSDARG00000054975	0
9488	kifc3	kifc3	kifc3	ENSDARG00000054978	0
9489	ebna1bp2	ebna1bp2	ebna1bp2	ENSDARG00000054980	0
9490	zbtb41	zbtb41	zbtb41	ENSDARG00000054984	0
9491	col4a1	col4a1	col4a1	ENSDARG00000055009	1
9492	si:dkey-33m11.7	si:dkey-33m11.7	si:dkey-33m11.7	ENSDARG00000055011	0
9493	si:dkey-33m11.8	si:dkey-33m11.8	si:dkey-33m11.8	ENSDARG00000055014	0
9494	pds5a	pds5a	pds5a	ENSDARG00000055022	0
9495	ptch2	ptch2	ptch2	ENSDARG00000055026	1
9496	pomt2	pomt2	pomt2	ENSDARG00000055027	0
9497	itih3a	itih3a.1	itih3a.1	ENSDARG00000055036	0
9498	depdc7a	depdc7a	depdc7a	ENSDARG00000055043	0
9499	casp3b	casp3b	casp3b	ENSDARG00000055045	0
9500	ponzr5	ponzr5	ponzr5	ENSDARG00000055046	0
9501	map2	map2	map2	ENSDARG00000055052	1
9502	itih1	itih3a.2	itih3a.2	ENSDARG00000055053	0
9503	bcl9l	bcl9l	bcl9l	ENSDARG00000055054	0
9504	prdx5	prdx5	prdx5	ENSDARG00000055064	0
9505	zdhhc20a	zdhhc20a	zdhhc20a	ENSDARG00000055066	0
9506	borcs7	borcs7	borcs7	ENSDARG00000055070	0
9507	svila	svila	svila	ENSDARG00000055075	0
9508	nxf1	nxf1b	nxf1b	ENSDARG00000055076	0
9509	chac2	chac2	chac2	ENSDARG00000055078	0
9510	rbm4.2	rbm4.2	rbm4.2	ENSDARG00000055080	0
9511	ggnbp2	ggnbp2	ggnbp2	ENSDARG00000055086	0
9512	pora	pora	pora	ENSDARG00000055092	0
9513	cdh27	cdh27	cdh27	ENSDARG00000055093	0
9514	fam184b	fam184b	fam184b	ENSDARG00000055099	0
9515	cxcl12b	cxcl12b	cxcl12b	ENSDARG00000055100	1
9516	znf148	znf148	znf148	ENSDARG00000055106	0
9517	gde1	gde1	gde1	ENSDARG00000055108	0
9518	pom121	pom121	pom121	ENSDARG00000055113	0
9519	dtnbp1a	dtnbp1a	dtnbp1a	ENSDARG00000055115	0
9520	mylipb	mylipb	mylipb	ENSDARG00000055118	0
9521	ctsba	ctsba	ctsba	ENSDARG00000055120	0
9522	kcnk2a	kcnk2a	kcnk2a	ENSDARG00000055123	0
9523	ccnl1a	ccnl1a	ccnl1a	ENSDARG00000055124	0
9524	armc4	odad2	odad2	ENSDARG00000055128	1
9525	pim3	pim3	pim3	ENSDARG00000055129	0
9526	lrfn4a	lrfn4a	lrfn4a	ENSDARG00000055132	0
9527	cenpf	cenpf	cenpf	ENSDARG00000055133	1
9528	si:dkey-101k6.5	tgfbr2l	tgfbr2l	ENSDARG00000055136	0
9529	zgc:110410	zgc:110410	zgc:110410	ENSDARG00000055138	0
9530	smyd2a	smyd2a	smyd2a	ENSDARG00000055151	0
9531	slc8a4a	slc8a4a	slc8a4a	ENSDARG00000055154	1
9532	prox1a	prox1a	prox1a	ENSDARG00000055158	1
9533	cyp27a1.4	cyp27a1.4	cyp27a1.4	ENSDARG00000055159	0
9534	chadla	chadla	chadla	ENSDARG00000055160	0
9535	zhx2a	zhx2a	zhx2a	ENSDARG00000055162	0
9536	epoa	epoa	epoa	ENSDARG00000055163	0
9537	si:ch211-256m1.8	si:ch211-256m1.8	si:ch211-256m1.8	ENSDARG00000055172	0
9538	c1qtnf6a	c1qtnf6a	c1qtnf6a	ENSDARG00000055175	0
9539	pxdc1a	pxdc1a	pxdc1a	ENSDARG00000055177	0
9540	tm4sf5	tm4sf5	tm4sf5	ENSDARG00000055185	0
9541	ccr9a	ccr9a	ccr9a	ENSDARG00000055186	0
9542	slc17a5	slc17a5	slc17a5	ENSDARG00000055190	0
9543	zgc:136930	zgc:136930	zgc:136930	ENSDARG00000055192	1
9544	dtnbp1b	dtnbp1b	dtnbp1b	ENSDARG00000055206	1
9545	tuba1c	tuba1c	tuba1c	ENSDARG00000055216	0
9546	ablim2	ablim2	ablim2	ENSDARG00000055223	0
9547	dock8	dock8	dock8	ENSDARG00000055225	0
9548	slc7a7	slc7a7	slc7a7	ENSDARG00000055226	1
9549	ncs1a	ncs1a	ncs1a	ENSDARG00000055229	1
9550	fancc	fancc	fancc	ENSDARG00000055232	0
9551	kif17	kif17	kif17	ENSDARG00000055238	0
9552	xdh	xdh	xdh	ENSDARG00000055240	1
9553	zmp:0000000650	zmp:0000000650	zmp:0000000650	ENSDARG00000055245	0
9554	cntd2	ccnp	ccnp	ENSDARG00000055250	0
9555	snap23.2	snap23.2	snap23.2	ENSDARG00000055252	0
9556	slc12a10.3	slc12a10.3	slc12a10.3	ENSDARG00000055253	1
9557	pitpnm3	pitpnm3	pitpnm3	ENSDARG00000055255	0
9558	si:ch1073-358c10.1	msrab	msrab	ENSDARG00000055270	0
9559	nkd2a	nkd2a	nkd2a	ENSDARG00000055271	0
9560	rel	rel	rel	ENSDARG00000055276	0
9561	cfb	cfb	cfb	ENSDARG00000055278	0
9562	b3gat1b	b3gat1b	b3gat1b	ENSDARG00000055279	0
9563	id2a	id2a	id2a	ENSDARG00000055283	0
9564	afap1	afap1	afap1	ENSDARG00000055284	0
9565	prelid3a	prelid3a	prelid3a	ENSDARG00000055288	0
9566	mpeg1.1	mpeg1.1	mpeg1.1	ENSDARG00000055290	0
9567	rab18a	rab18a	rab18a	ENSDARG00000055291	0
9568	atg9b	atg9b	atg9b	ENSDARG00000055292	0
9569	atoh1a	atoh1a	atoh1a	ENSDARG00000055294	0
9570	cyb561d1	cyb561d1	cyb561d1	ENSDARG00000055295	0
9571	atxn7l2a	atxn7l2a	atxn7l2a	ENSDARG00000055300	0
9572	grid2	grid2	grid2	ENSDARG00000055302	1
9573	ret	ret	ret	ENSDARG00000055305	1
9574	sypl2a	sypl2a	sypl2a	ENSDARG00000055307	0
9575	slc12a10.1	slc12a10.1	slc12a10.1	ENSDARG00000055313	0
9576	mcmbp	mcmbp	mcmbp	ENSDARG00000055314	0
9577	c1ql4b	c1ql4b	c1ql4b	ENSDARG00000055317	0
9578	aldh9a1a.2	aldh9a1a.2	aldh9a1a.2	ENSDARG00000055331	0
9579	si:dkey-28d5.11	si:dkey-28d5.11	si:dkey-28d5.11	ENSDARG00000055332	0
9580	zmp:0000000652	zmp:0000000652	zmp:0000000652	ENSDARG00000055334	0
9581	si:dkeyp-50d11.2	si:dkeyp-50d11.2	si:dkeyp-50d11.2	ENSDARG00000055338	0
9582	si:ch73-1a9.4	mipepb	mipepb	ENSDARG00000055339	0
9583	slc16a13	slc16a13	slc16a13	ENSDARG00000055342	0
9584	mipep	mipepa	mipepa	ENSDARG00000055344	0
9585	si:dkey-83f18.2	si:dkey-83f18.2	si:dkey-83f18.2	ENSDARG00000055346	0
9586	pknox2	pknox2	pknox2	ENSDARG00000055349	1
9587	sun1	sun1b	sun1b	ENSDARG00000055350	0
9588	leo1	leo1	leo1	ENSDARG00000055357	0
9589	sp100.1	sp100.1	sp100.1	ENSDARG00000055359	0
9590	llph	llph	llph	ENSDARG00000055360	0
9591	si:dkey-25e12.3	si:dkey-25e12.3	si:dkey-25e12.3	ENSDARG00000055365	0
9592	zgc:163121	gad3	gad3	ENSDARG00000055370	0
9593	sema3fb	sema3fb	sema3fb	ENSDARG00000055373	0
