id	name	kind	depth	is_a	part_of	start_stage	end_stage	synonyms
ZFA:0000507	epineural	structure	7	ZFA:0000526		ZFS:0000039	ZFS:0000044	epineurals [EXACT]
ZFA:0000508	pelvic radial	structure	7	ZFA:0000271	ZFA:0001387	ZFS:0000000	ZFS:0000044	pelvic radials [EXACT]
ZFA:0000509	epithalamus	structure	3	ZFA:0001488	ZFA:0000101	ZFS:0000025	ZFS:0000044	
ZFA:0000510	external levatores	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	external levators [EXACT]
ZFA:0000511	extraocular musculature	structure	6	ZFA:0000328		ZFS:0000000	ZFS:0000044	ocular  musculature [RELATED]
ZFA:0000512	facial lobe	structure	4	ZFA:0001658	ZFA:0000545	ZFS:0000000	ZFS:0000044	lobus facialis [EXACT] | LVII [EXACT] | tuberculum impar of Herrick [RELATED]
ZFA:0000513	fast muscle cell somite 1	cell	6	ZFA:0009117	ZFA:0000924	ZFS:0000024	ZFS:0000034	fast muscle cells somite 1 [EXACT] | fast muscle fiber somite 1 [EXACT]
ZFA:0000514	frontal bone	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001410;ZFA:0001580;ZFA:0005606	ZFS:0000041	ZFS:0000044	
ZFA:0000516	periventricular grey zone	structure	3	ZFA:0001477;ZFA:0001488	ZFA:0000445	ZFS:0000033	ZFS:0000044	periventricular gray zone [EXACT] | periventricular grey zones [EXACT] | periventricular layer [EXACT] | PGZ [EXACT] | strata periventriculare [EXACT] | stratum griseum periventricular [EXACT] | stratum periventriculare [EXACT] | SVP [RELATED]
ZFA:0000517	glossopharyngeal lobe	structure	3	ZFA:0001488	ZFA:0000545	ZFS:0000000	ZFS:0000044	lobus glossopharyngei [EXACT]
ZFA:0000518	griseum centrale	structure	4	ZFA:0001658	ZFA:0000545	ZFS:0000000	ZFS:0000044	central gray [EXACT] | central grey [EXACT]
ZFA:0000519	hemal arch	structure	6	ZFA:0001591	ZFA:0000326	ZFS:0000000	ZFS:0000044	haemal arch [EXACT] | ventral arcocentrum [EXACT]
ZFA:0000520	horizontal commissure	structure	5	ZFA:0000338		ZFS:0000000	ZFS:0000044	
ZFA:0000521	hyoid muscle	structure	5	ZFA:0001652	ZFA:0001307;ZFA:0001611	ZFS:0000000	ZFS:0000044	hyoid muscles [EXACT]
ZFA:0000522	inferior hyohyoid	structure	6	ZFA:0000521	ZFA:0007052	ZFS:0000000	ZFS:0000044	hyohyoideus inferior [RELATED] | inferior hyohyoids [EXACT]
ZFA:0000523	inferior reticular formation	structure	5	ZFA:0001658	ZFA:0000542	ZFS:0000000	ZFS:0000044	
ZFA:0000524	infraorbital lateral line	structure	4	ZFA:0001469	ZFA:0001470	ZFS:0000033	ZFS:0000044	infraorbital line [EXACT]
ZFA:0000525	intercalarium	structure	5	ZFA:0001066	ZFA:0000461;ZFA:0001168	ZFS:0000039	ZFS:0000044	
ZFA:0000526	intermuscular bone	structure	6	ZFA:0001591	ZFA:0000317	ZFS:0000039	ZFS:0000044	intermuscular bones [EXACT]
ZFA:0000527	pharyngobranchial bone	structure	5	ZFA:0001591	ZFA:0000095	ZFS:0000000	ZFS:0000044	infrapharyngobranchial [EXACT] | pharyngobranchials [EXACT]
ZFA:0000528	interradialis caudalis	structure	4	ZFA:0005145	ZFA:0000628	ZFS:0000000	ZFS:0000044	IC [RELATED] | interradiali [EXACT] | interradialis [EXACT]
ZFA:0000529	kidney	structure	4	ZFA:0001490	ZFA:0000163;ZFA:0001159;ZFA:0007116	ZFS:0000037	ZFS:0000044	mesonephros [EXACT]
ZFA:0000530	lapillus	structure	3	ZFA:0001617	ZFA:0000700	ZFS:0000027	ZFS:0000044	immature anterior otolith [RELATED] | utricular otolith [EXACT] | utriculith [EXACT]
ZFA:0000531	lateral column	structure	4	ZFA:0001478	ZFA:0000421	ZFS:0000000	ZFS:0000044	lateral columns [EXACT]
ZFA:0000532	lateral valvula cerebelli	structure	3	ZFA:0001488	ZFA:0000603	ZFS:0000000	ZFS:0000044	lateral division [EXACT] | valvula cerebelli, pars lateralis [EXACT]
ZFA:0000533	lateral funiculus	structure	3	ZFA:0001488	ZFA:0000075	ZFS:0000000	ZFS:0000044	lateral funiculi [EXACT]
ZFA:0000534	lateral longitudinal fasciculus	structure	4	ZFA:0000318	ZFA:0000545	ZFS:0000000	ZFS:0000044	lateral lemniscus [EXACT] | lateral longitudinal fascicle [EXACT] | lateral longitundinal fasciculus [EXACT] | LLF [RELATED]
ZFA:0000535	lateral reticular nucleus	structure	5	ZFA:0001658	ZFA:0000531	ZFS:0000000	ZFS:0000044	lateral reticular nuclei [EXACT]
ZFA:0000536	lateral zone of dorsal telencephalon	structure	4	ZFA:0001660	ZFA:0000505	ZFS:0000000	ZFS:0000044	area dorsalis telencephali, zona lateralis [EXACT] | Dl [EXACT] | lateral zone of D [EXACT] | lateral zone of dorsal telencephalic area [EXACT]
ZFA:0000537	levator operculi	structure	6	ZFA:0000521		ZFS:0000035	ZFS:0000044	levator operculae [EXACT]
ZFA:0000538	rib	structure	6	ZFA:0001591	ZFA:0001582	ZFS:0000000	ZFS:0000044	dorsal rib [EXACT] | pleural rib [EXACT]
ZFA:0000539	locus coeruleus	structure	4	ZFA:0001658	ZFA:0000545	ZFS:0000000	ZFS:0000044	loci coeruleus [EXACT]
ZFA:0000540	magnocellular octaval nucleus	structure	5	ZFA:0000401		ZFS:0000000	ZFS:0000044	magnocellular octaval nuclei [EXACT]
ZFA:0000541	marginal blastomere	cell	4	ZFA:0000093		ZFS:0000005	ZFS:0000015	marginal blastomeres [EXACT]
ZFA:0000542	medial column	structure	4	ZFA:0001478	ZFA:0000421	ZFS:0000000	ZFS:0000044	medial column of the reticular formation [EXACT] | medial columns [EXACT]
ZFA:0000543	medial longitudinal fasciculus	structure	5	ZFA:0000318		ZFS:0000000	ZFS:0000044	MLF [RELATED]
ZFA:0000545	medulla oblongata	structure	3	ZFA:0001488	ZFA:0000029;ZFA:0001707	ZFS:0000000	ZFS:0000044	
ZFA:0000546	mesonephric duct	structure	4	ZFA:0005171	ZFA:0000163	ZFS:0000000	ZFS:0000044	renal duct [RELATED] | Wolffian duct [RELATED]
ZFA:0000547	mouth	structure	4	ZFA:0000292	ZFA:0000339;ZFA:0000590	ZFS:0000000	ZFS:0000044	
ZFA:0000548	musculature system	structure	4	ZFA:0001439		ZFS:0000023	ZFS:0000044	
ZFA:0000549	posttemporal	structure	5	ZFA:0001590	ZFA:0000189;ZFA:0000407;ZFA:0000863	ZFS:0000000	ZFS:0000044	post-temporal [RELATED] | postemporal [EXACT]
ZFA:0000550	naris	structure	4	ZFA:0000292	ZFA:0000047;ZFA:0001114	ZFS:0000030	ZFS:0000044	nares [EXACT] | nostril [EXACT]
ZFA:0000551	nucleus lateralis valvulae	structure	4	ZFA:0001658	ZFA:0000545	ZFS:0000000	ZFS:0000044	
ZFA:0000552	nucleus ruber	structure	4	ZFA:0005577	ZFA:0000160	ZFS:0000000	ZFS:0000044	red nucleus [EXACT]
ZFA:0000553	oculomotor nucleus	structure	4	ZFA:0005577	ZFA:0000160	ZFS:0000000	ZFS:0000044	motor nucleus III [EXACT] | nIII [EXACT]
ZFA:0000554	olfactory epithelium	structure	4	ZFA:0001486	ZFA:0000047	ZFS:0000030	ZFS:0000044	nasal epithelium [EXACT] | nasal sensory epithelium [EXACT]
ZFA:0000555	opercular flap	structure	4	ZFA:0000292		ZFS:0000000	ZFS:0000044	gill cover [EXACT] | gill slit [RELATED] | opercular apparatus [EXACT] | opercular cover [RELATED] | operculum [EXACT]
ZFA:0000556	optic chiasm	structure	5	ZFA:0000338		ZFS:0000033	ZFS:0000044	chiasma opticum [EXACT] | optic commissure [EXACT]
ZFA:0000557	preural 1 vertebra	structure	7	ZFA:0000734		ZFS:0000037	ZFS:0000044	penultimate vertebra [EXACT] | preural centrum 1 [EXACT] | pu1 [EXACT] | second last vertebra [EXACT]
ZFA:0000558	posterior macula	structure	4	ZFA:0000386	ZFA:0001671	ZFS:0000029	ZFS:0000000	pm [EXACT] | posterior sensory patch [EXACT] | posteromedial macula [EXACT]
ZFA:0000559	otolith organ	structure	4	ZFA:0001490	ZFA:0000217	ZFS:0000027	ZFS:0000044	otolith organs [EXACT]
ZFA:0000560	oviduct	structure	4	ZFA:0005171	ZFA:0000303;ZFA:0000632	ZFS:0000000	ZFS:0000044	oviducts [EXACT]
ZFA:0000561	parasphenoid	structure	5	ZFA:0001590	ZFA:0000290;ZFA:0000351;ZFA:0000863;ZFA:0001410;ZFA:0001580;ZFA:0005509	ZFS:0000000	ZFS:0000044	
ZFA:0000563	pectoral fin musculature	structure	6	ZFA:0000207	ZFA:0001161	ZFS:0000031	ZFS:0000044	pectoral fin muscle [RELATED]
ZFA:0000564	pelvic abductor profundus	structure	6	ZFA:0005269	ZFA:0000258	ZFS:0000000	ZFS:0000044	abductor profundus pelvicus [EXACT] | pelvic abductors profundus [EXACT]
ZFA:0000565	pelvic girdle	structure	4	ZFA:0001478	ZFA:0001387	ZFS:0000041	ZFS:0000044	pelvic girdles [EXACT]
ZFA:0000566	posterior crista	structure	5	ZFA:0007068	ZFA:0000262	ZFS:0000035	ZFS:0000044	caudal crista [EXACT] | pc [EXACT] | posterior crista ampullaris [EXACT] | posterior cristae [EXACT] | posterior semicircular canal sensory patch [EXACT] | posterior semicircular canal sensory patches [EXACT]
ZFA:0000567	premaxilla	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001272	ZFS:0000000	ZFS:0000044	premaxillae [EXACT]
ZFA:0000568	presumptive blood	structure	4	ZFA:0001116		ZFS:0000014	ZFS:0000027	
ZFA:0000569	presumptive hindbrain	structure	3	ZFA:0001105	ZFA:0000146;ZFA:0007015	ZFS:0000019	ZFS:0000020	presumptive rhombencephalon [EXACT]
ZFA:0000570	optic primordium	structure	3	ZFA:0001477	ZFA:0007024	ZFS:0000022	ZFS:0000023	eye field [EXACT]
ZFA:0000571	presumptive telencephalon	structure	3	ZFA:0001105	ZFA:0000131	ZFS:0000023	ZFS:0000025	
ZFA:0000573	internal cellular layer	structure	3	ZFA:0001477	ZFA:0000402	ZFS:0000000	ZFS:0000044	stratum cellulare internum bulbi olfactorii [EXACT]
ZFA:0000574	presumptive diencephalon	structure	3	ZFA:0001105	ZFA:0000131	ZFS:0000023	ZFS:0000025	
ZFA:0000575	prootic	structure	5	ZFA:0001591	ZFA:0000189;ZFA:0001424;ZFA:0001580	ZFS:0000039	ZFS:0000044	prootics [EXACT]
ZFA:0000576	pterotic	structure	5	ZFA:0001591	ZFA:0000189;ZFA:0000863;ZFA:0001424;ZFA:0001580	ZFS:0000040	ZFS:0000044	autopterotic [EXACT]
ZFA:0000577	renal portal vein	structure	5	ZFA:0000082	ZFA:0005024	ZFS:0000000	ZFS:0000044	renal portal veins [EXACT]
ZFA:0000578	ceratohyal bone	structure	5	ZFA:0001591	ZFA:0001402	ZFS:0000000	ZFS:0000044	anterior ceratohyal [EXACT] | ceratohyal anterior [EXACT] | rostral ceratohyal [EXACT]
ZFA:0000579	rostral mesencephalo-cerebellar tract	structure	4	ZFA:0001682	ZFA:0000643;ZFA:0001707	ZFS:0000000	ZFS:0000044	anterior mesencephalo-cerebellar tract [EXACT]
ZFA:0000580	rostral preglomerular nucleus	structure	5	ZFA:0001662		ZFS:0000000	ZFS:0000044	anterior preglomerular nucleus [EXACT] | nucleus praeglomerulosus anterior [EXACT]
ZFA:0000581	rostral tuberal nucleus	structure	4	ZFA:0001659	ZFA:0000707	ZFS:0000000	ZFS:0000044	anterior tuberal nucleus [EXACT] | nucleus tuberis anterior [EXACT]
ZFA:0000582	saccus dorsalis	structure	3	ZFA:0001477	ZFA:0000509	ZFS:0000000	ZFS:0000044	
ZFA:0000583	scapula	structure	5	ZFA:0001591	ZFA:0000407	ZFS:0000041	ZFS:0000044	scapulae [EXACT]
ZFA:0000585	kinethmoid cartilage	structure	6	ZFA:0001461		ZFS:0000000	ZFS:0000040	
ZFA:0000586	preural 2 vertebra	structure	7	ZFA:0000734		ZFS:0000040	ZFS:0000044	antepenultimate vertebra [EXACT] | preural centrum 2 [EXACT] | pu2 [EXACT] | third last vertebra [EXACT]
ZFA:0000587	sphenotic	structure	5	ZFA:0001591	ZFA:0000189;ZFA:0001424;ZFA:0001580	ZFS:0000000	ZFS:0000044	autosphenotic [EXACT]
ZFA:0000588	statoacoustic (VIII) ganglion	structure	5	ZFA:0000013	ZFA:0001138	ZFS:0000028	ZFS:0000044	auditory ganglion [EXACT] | gVIII [EXACT] | octaval ganglion [EXACT] | sag [EXACT] | statoacoustic ganglia [EXACT]
ZFA:0000589	sulcus ypsiloniformis	structure	3	ZFA:0001690	ZFA:0000505	ZFS:0000000	ZFS:0000044	
ZFA:0000590	oral region	structure	4	ZFA:0001478	ZFA:0001114	ZFS:0000000	ZFS:0000044	
ZFA:0000591	presumptive paraxial mesoderm	structure	5	ZFA:0001377		ZFS:0000014	ZFS:0000021	
ZFA:0000592	superficial pelvic adductor	structure	6	ZFA:0005268	ZFA:0000258	ZFS:0000000	ZFS:0000044	adductor superficialis pelvicus [EXACT] | superficial pelvic adductors [EXACT]
ZFA:0000593	superior reticular formation medial column	structure	4	ZFA:0005575	ZFA:0000542	ZFS:0000000	ZFS:0000044	
ZFA:0000594	supracleithrum	structure	5	ZFA:0001590	ZFA:0000407	ZFS:0000000	ZFS:0000044	supracleithra [EXACT]
ZFA:0000595	supraoccipital	structure	5	ZFA:0001591	ZFA:0001414;ZFA:0001424;ZFA:0001580;ZFA:0005606	ZFS:0000000	ZFS:0000044	
ZFA:0000597	telencephalic white matter	structure	4	ZFA:0001682	ZFA:0000079	ZFS:0000029	ZFS:0000044	telencephalic tract/commissure [EXACT]
ZFA:0000598	testis	structure	4	ZFA:0000413	ZFA:0000242;ZFA:0001158	ZFS:0000041	ZFS:0000044	testes [EXACT]
ZFA:0000599	torus semicircularis	structure	3	ZFA:0001488	ZFA:0000128	ZFS:0000000	ZFS:0000044	semicircular torus [EXACT]
ZFA:0000600	cranial nerve IV	structure	4	ZFA:0000641	ZFA:0000160	ZFS:0000000	ZFS:0000044	CN-IV [EXACT] | trochlear [EXACT] | trochlear nerve [EXACT]
ZFA:0000601	pretectal periventricular nucleus	structure	4	ZFA:0001659	ZFA:0000293;ZFA:0000418	ZFS:0000000	ZFS:0000044	periventricular pretectum [EXACT] | pretectal periventricular nuclei [EXACT]
ZFA:0000602	uroneural	structure	6	ZFA:0001066	ZFA:0000862	ZFS:0000000	ZFS:0000044	uroneurals [EXACT]
ZFA:0000603	valvula cerebelli	structure	3	ZFA:0001488	ZFA:0000100	ZFS:0000000	ZFS:0000044	valvula [RELATED] | valvula cerebellum [EXACT]
ZFA:0000604	ventral aorta	structure	5	ZFA:0000005		ZFS:0000000	ZFS:0000044	
ZFA:0000605	ventral funiculus	structure	3	ZFA:0001488	ZFA:0000075	ZFS:0000000	ZFS:0000044	ventral funiculi [EXACT]
ZFA:0000606	ventral oblique branchial muscle	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	ventral oblique branchial muscles [EXACT]
ZFA:0000607	ventral rhombencephalic commissure	structure	5	ZFA:0000318		ZFS:0000000	ZFS:0000044	
ZFA:0000608	ventral transverse	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	transverse ventralis [EXACT] | transversus ventralis [EXACT]
ZFA:0000609	ventrolateral nucleus	structure	4	ZFA:0001665	ZFA:0000599	ZFS:0000000	ZFS:0000044	
ZFA:0000610	vertical myoseptum	structure	4	ZFA:0001089		ZFS:0000023	ZFS:0000044	transverse myoseptum [EXACT]
ZFA:0000611	visceromotor column	structure	4	ZFA:0001478	ZFA:0000545	ZFS:0000000	ZFS:0000044	
ZFA:0000612	protractor hyoidei	structure	6	ZFA:0000521		ZFS:0000000	ZFS:0000044	protractor hyoideus [EXACT] | protractors hyoidei [EXACT]
ZFA:0000614	abductor profundus	structure	6	ZFA:0005269	ZFA:0000563	ZFS:0000039	ZFS:0000044	abductors profundus [EXACT]
ZFA:0000615	adductor arcus palatini	structure	6	ZFA:0000521		ZFS:0000000	ZFS:0000044	adductors arcus palatini [EXACT]
ZFA:0000616	adductor profundus	structure	6	ZFA:0005268	ZFA:0000563	ZFS:0000039	ZFS:0000044	adductors profundus [EXACT]
ZFA:0000617	anal erector	structure	6	ZFA:0005267	ZFA:0001154	ZFS:0000000	ZFS:0000044	anal erectors [EXACT] | erectores anales [EXACT]
ZFA:0000618	ansulate commissure	structure	5	ZFA:0000318		ZFS:0000000	ZFS:0000044	Cans [EXACT] | commissura ansulata [EXACT] | ventral tegmental commissure [EXACT]
ZFA:0000619	anterior crista	structure	5	ZFA:0007068	ZFA:0000314	ZFS:0000035	ZFS:0000044	ac [EXACT] | anterior crista ampullaris [EXACT] | anterior cristae [EXACT] | anterior semicircular canal sensory patch [EXACT] | anterior semicircular canal sensory patches [EXACT] | rostral crista [EXACT]
ZFA:0000620	autopalatine	structure	5	ZFA:0001591	ZFA:0001272	ZFS:0000041	ZFS:0000044	palatine [EXACT]
ZFA:0000621	quadrate	structure	5	ZFA:0001591	ZFA:0001272	ZFS:0000039	ZFS:0000044	quadrates [EXACT]
ZFA:0000622	barbel	structure	4	ZFA:0000292	ZFA:0000368;ZFA:0001114	ZFS:0000043	ZFS:0000044	barble [EXACT]
ZFA:0000623	basipterygium	structure	5	ZFA:0001591	ZFA:0000565	ZFS:0000000	ZFS:0000044	pelvic bone [EXACT] | pelvic girdle [RELATED]
ZFA:0000626	bulbo-spinal tract	structure	5	ZFA:0000318		ZFS:0000000	ZFS:0000044	tractus bulbospinalis [EXACT]
ZFA:0000627	epihyal	structure	5	ZFA:0001591	ZFA:0001402	ZFS:0000000	ZFS:0000044	caudal ceratohyal [EXACT] | posterior ceratohyal [EXACT]
ZFA:0000628	caudal fin musculature	structure	5	ZFA:0000207	ZFA:0001058	ZFS:0000037	ZFS:0000044	
ZFA:0000629	caudal motor nucleus	structure	5	ZFA:0000713		ZFS:0000000	ZFS:0000044	nucleus nervi abducentis, pars caudalis [EXACT] | nVIc [EXACT]
ZFA:0000630	caudal parvocellular preoptic nucleus	structure	4	ZFA:0001680	ZFA:0000470	ZFS:0000000	ZFS:0000044	caudal parvocellular preoptic nuclei [EXACT] | posterior parvocellular preoptic nucleus [EXACT]
ZFA:0000631	caudal pretectal nucleus	structure	4	ZFA:0001659	ZFA:0000687	ZFS:0000000	ZFS:0000044	caudal pretectal nuclei [EXACT] | posterior pretectal nucleus [EXACT]
ZFA:0000632	reproductive system	structure	4	ZFA:0001439		ZFS:0000014	ZFS:0000044	
ZFA:0000633	caudal tuberculum	structure	3	ZFA:0001488	ZFA:0000101	ZFS:0000000	ZFS:0000044	posterior tubercle [EXACT] | posterior tuberculum [EXACT]
ZFA:0000634	caudal hypothalamic zone	structure	3	ZFA:0001488	ZFA:0000392	ZFS:0000000	ZFS:0000044	hypothalamus pars tuberalis  [EXACT] | tuberal hypothalamus [EXACT]
ZFA:0000635	central pretectal nucleus	structure	4	ZFA:0001659	ZFA:0000183	ZFS:0000000	ZFS:0000044	nucleus praetectalis centralis [EXACT]
ZFA:0000636	cerebellar crest	structure	3	ZFA:0001477	ZFA:0000291	ZFS:0000000	ZFS:0000044	crista cerebellaris molecular layer [EXACT]
ZFA:0000637	claustrum cartilage	structure	5	ZFA:0001457	ZFA:0000461	ZFS:0000039	ZFS:0000044	
ZFA:0000638	commissura rostral, pars dorsalis	structure	6	ZFA:0001108		ZFS:0000000	ZFS:0000044	commissura anterior, pars dorsalis [EXACT]
ZFA:0000639	commissure of the secondary gustatory nucleus	structure	5	ZFA:0001708	ZFA:0001101	ZFS:0000000	ZFS:0000044	commissura nucleorum gustatoriorum secundariorum [EXACT] | commissure of the secondary gustatory nuclei [RELATED]
ZFA:0000640	cornea	structure	3	ZFA:0001488	ZFA:0005566	ZFS:0000034	ZFS:0000044	corneas [EXACT]
ZFA:0000641	cranial nerve	structure	4	ZFA:0007009		ZFS:0000000	ZFS:0000044	cranial nerves [EXACT]
ZFA:0000642	decussation of the medial octavolateralis nucleus	structure	5	ZFA:0000318	ZFA:0000381	ZFS:0000000	ZFS:0000044	
ZFA:0000643	rostral cerebellar tract	structure	4	ZFA:0001682	ZFA:0000100	ZFS:0000000	ZFS:0000044	anterior cerebellar tract [EXACT] | tractus cerebellaris anterior [EXACT]
ZFA:0000645	descending octaval nucleus	structure	5	ZFA:0000401		ZFS:0000000	ZFS:0000044	nucleus octavus descendens [EXACT]
ZFA:0000646	anal fin distal radial	structure	5	ZFA:0001646	ZFA:0001420	ZFS:0000000	ZFS:0000044	anal fin distal radials [EXACT]
ZFA:0000647	dorsal caudal thalamic nucleus	structure	4	ZFA:0001659	ZFA:0000653	ZFS:0000000	ZFS:0000044	dorsal posterior thalamic nucleus [EXACT] | nucleus dorsalis posterior thalami [EXACT]
ZFA:0000648	dorsal fin musculature	structure	6	ZFA:0000207	ZFA:0001173	ZFS:0000030	ZFS:0000044	
ZFA:0000649	dorsal horn spinal cord	structure	3	ZFA:0001488	ZFA:0000075	ZFS:0000000	ZFS:0000044	cornu dorsale [EXACT] | dorsal horn [EXACT]
ZFA:0000650	dorsal motor root of V	structure	4	ZFA:0001663	ZFA:0000545	ZFS:0000000	ZFS:0000044	dorsal motor roots of V [EXACT]
ZFA:0000651	dorsal pelvic arrector	structure	6	ZFA:0005275	ZFA:0000258	ZFS:0000000	ZFS:0000044	arrector dorsalis pelvicus [EXACT] | dorsal pelvic arrectors [EXACT]
ZFA:0000652	dorsal root	structure	3	ZFA:0001477	ZFA:0005578	ZFS:0000000	ZFS:0000044	radix dorsalis [EXACT]
ZFA:0000653	dorsal thalamus	structure	3	ZFA:0001488	ZFA:0001215	ZFS:0000000	ZFS:0000044	thalamus [RELATED] | thalamus, pars dorsalis [EXACT]
ZFA:0000654	rostral motor nucleus	structure	5	ZFA:0000713		ZFS:0000000	ZFS:0000044	
ZFA:0000655	dorsomedial optic tract	structure	5	ZFA:0000338	ZFA:0000252	ZFS:0000000	ZFS:0000044	tractus opticus dorsomedialis [EXACT]
ZFA:0000656	ectopterygoid	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001272	ZFS:0000000	ZFS:0000044	ectopterygoids [EXACT]
ZFA:0000657	entopterygoid	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001272	ZFS:0000000	ZFS:0000044	endopterygoid [EXACT] | mesopterygoid [EXACT]
ZFA:0000658	epibranchial bone	structure	5	ZFA:0001591	ZFA:0000095	ZFS:0000000	ZFS:0000044	epibranchial bones [EXACT]
ZFA:0000660	epural	structure	6	ZFA:0001336	ZFA:0000862	ZFS:0000000	ZFS:0000044	
ZFA:0000661	exoccipital	structure	5	ZFA:0001591	ZFA:0001414;ZFA:0001424;ZFA:0001580	ZFS:0000039	ZFS:0000044	exoccipitals [EXACT]
ZFA:0000662	external pharyngoclavicularis	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	external pharyngoclavicularae [EXACT]
ZFA:0000663	extrascapula	structure	5	ZFA:0001590	ZFA:0000407	ZFS:0000000	ZFS:0000044	supratemporal [EXACT] | tabular [EXACT]
ZFA:0000664	cranial nerve VII	structure	5	ZFA:0000641	ZFA:0001101	ZFS:0000029	ZFS:0000044	CN-VII [EXACT] | facial nerve [EXACT] | nervus facialis [EXACT]
ZFA:0000665	rostral root of abducens nerve	structure	4	ZFA:0001663	ZFA:0000310;ZFA:0000545	ZFS:0000000	ZFS:0000044	
ZFA:0000666	filamental artery	structure	4	ZFA:0000005	ZFA:0000667;ZFA:0005003	ZFS:0000035	ZFS:0000044	filamental arteries [EXACT]
ZFA:0000667	gill filament	structure	3	ZFA:0001477	ZFA:0000354	ZFS:0000000	ZFS:0000044	gill filaments [EXACT]
ZFA:0000668	cranial nerve IX	structure	5	ZFA:0000641	ZFA:0001101	ZFS:0000031	ZFS:0000044	CN-IX [EXACT] | glossopharyngeal nerve [EXACT] | nervus glossopharyngeus [EXACT]
ZFA:0000669	head kidney	structure	3	ZFA:0000496	ZFA:0000529;ZFA:0001158;ZFA:0005023	ZFS:0000000	ZFS:0000044	anterior kidney [EXACT] | kidney marrow [EXACT]
ZFA:0000670	hepatic vein	structure	5	ZFA:0000082	ZFA:0000123	ZFS:0000000	ZFS:0000044	hepatic veins [EXACT]
ZFA:0000671	horizontal myoseptum	structure	4	ZFA:0001089		ZFS:0000028	ZFS:0000044	horizontal septum [EXACT]
ZFA:0000672	hyomandibula	structure	5	ZFA:0001591	ZFA:0001401	ZFS:0000000	ZFS:0000044	hyomandibular [EXACT]
ZFA:0000673	hypobranchial artery	structure	5	ZFA:0000005		ZFS:0000035	ZFS:0000000	HA [EXACT]
ZFA:0000674	interopercle	structure	5	ZFA:0001590	ZFA:0000555;ZFA:0000863;ZFA:0001401	ZFS:0000000	ZFS:0000044	interopercles [EXACT]
ZFA:0000676	sagitta	structure	3	ZFA:0001617	ZFA:0000428	ZFS:0000027	ZFS:0000044	immature posterior otolith [RELATED] | saccular otolith [EXACT] | sacculith [EXACT]
ZFA:0000677	segmental intercostal artery	structure	5	ZFA:0000005		ZFS:0000000	ZFS:0000044	segmental intercostal arteries [EXACT]
ZFA:0000678	hair cell anterior macula	cell	5	ZFA:0009366	ZFA:0000168	ZFS:0000029	ZFS:0000044	sensory hair cells anterior macula [EXACT]
ZFA:0000679	sensory root of facial nerve	structure	4	ZFA:0001663	ZFA:0000545	ZFS:0000000	ZFS:0000044	sensory roots of facial nerves [EXACT]
ZFA:0000680	sinoatrial valve	structure	4	ZFA:0005065	ZFA:0000154;ZFA:0000471	ZFS:0000000	ZFS:0000044	sinoatrial valves [EXACT]
ZFA:0000681	neural postzygapophysis	structure	6	ZFA:0001591	ZFA:0001066	ZFS:0000000	ZFS:0000044	neural postzygapophyses [EXACT] | neural postzygopophysis [EXACT]
ZFA:0000682	spinal artery	structure	5	ZFA:0000005		ZFS:0000000	ZFS:0000044	spinal arteries [EXACT]
ZFA:0000683	subcommissural organ	structure	4	ZFA:0001659	ZFA:0000293	ZFS:0000000	ZFS:0000044	SCO [EXACT]
ZFA:0000684	intertectal commissure	structure	4	ZFA:0001682	ZFA:0000445	ZFS:0000000	ZFS:0000044	
ZFA:0000685	superficial abductor	structure	6	ZFA:0005269	ZFA:0000563	ZFS:0000039	ZFS:0000044	abductor superficialis [EXACT] | superficial abductors [EXACT]
ZFA:0000686	superficial grey and white zone	structure	3	ZFA:0001488	ZFA:0000445	ZFS:0000000	ZFS:0000044	superficial gray and white zone [EXACT] | superficial grey and white zones [EXACT]
ZFA:0000687	superficial pretectum	structure	3	ZFA:0001488	ZFA:0000418	ZFS:0000000	ZFS:0000044	
ZFA:0000688	olfactory support cell	cell	3	ZFA:0009000	ZFA:0000047	ZFS:0000038	ZFS:0000044	support cells [RELATED]
ZFA:0000689	supracommissural nucleus of ventral telencephalon	structure	5	ZFA:0001666		ZFS:0000000	ZFS:0000044	area ventralis telencephali, nucleus supracommissuralis [EXACT] | supracommissural nucleus of V [EXACT]
ZFA:0000690	supraoptic commissure	structure	5	ZFA:0000338		ZFS:0000000	ZFS:0000044	
ZFA:0000691	supraorbital bone	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001410	ZFS:0000000	ZFS:0000044	supraorbital bones [EXACT]
ZFA:0000692	symplectic	structure	5	ZFA:0001591	ZFA:0001401	ZFS:0000000	ZFS:0000044	symplectics [EXACT]
ZFA:0000693	tangential nucleus	structure	5	ZFA:0000401		ZFS:0000000	ZFS:0000044	
ZFA:0000694	ceratobranchial 5 tooth	structure	3	ZFA:0001488	ZFA:0000056;ZFA:0001239	ZFS:0000033	ZFS:0000044	pharyngeal tooth [EXACT] | teeth [EXACT] | tooth [EXACT]
