id	name	kind	depth	is_a	part_of	start_stage	end_stage	synonyms
ZFA:0000000	Brachet's cleft	structure	3	ZFA:0001105		ZFS:0000020	ZFS:0000024	
ZFA:0000001	Kupffer's vesicle	structure	3	ZFA:0001105	ZFA:0000077	ZFS:0000023	ZFS:0000029	ciliated organ of asymmetry [EXACT]
ZFA:0000003	adaxial cell	cell	3	ZFA:0009000	ZFA:0000279	ZFS:0000022	ZFS:0000029	adaxial cells [EXACT]
ZFA:0000004	anterior axial hypoblast	structure	3	ZFA:0001477	ZFA:0001378	ZFS:0000020	ZFS:0000022	pre-polster [EXACT]
ZFA:0000005	artery	structure	4	ZFA:0005314	ZFA:0001079	ZFS:0000028	ZFS:0000044	arterial system [RELATED]
ZFA:0000006	ball	structure	3	ZFA:0001308	ZFA:0000084	ZFS:0000025	ZFS:0000036	yolk ball [EXACT]
ZFA:0000007	blood	structure	2	ZFA:0001487	ZFA:0005023	ZFS:0000028	ZFS:0000044	
ZFA:0000008	brain	structure	4	ZFA:0001490	ZFA:0000012	ZFS:0000025	ZFS:0000044	brain structure [RELATED]
ZFA:0000009	cardiac ventricle	structure	4	ZFA:0001490	ZFA:0000114	ZFS:0000032	ZFS:0000044	ventricle [EXACT]
ZFA:0000010	cardiovascular system	structure	4	ZFA:0001439		ZFS:0000024	ZFS:0000044	
ZFA:0000011	caudal artery	structure	5	ZFA:0000005	ZFA:0005037;ZFA:0005295	ZFS:0000028	ZFS:0000044	CA [EXACT]
ZFA:0000012	central nervous system	structure	5	ZFA:0000396		ZFS:0000022	ZFS:0000044	cns [EXACT]
ZFA:0000013	cranial ganglion	structure	4	ZFA:0000190		ZFS:0000023	ZFS:0000044	cranial ganglia [EXACT] | presumptive cranial ganglia [RELATED]
ZFA:0000014	dorsal aorta	structure	5	ZFA:0000005	ZFA:0005024;ZFA:0005295	ZFS:0000028	ZFS:0000044	DA [EXACT] | dorsal aortic root [EXACT]
ZFA:0000016	ectoderm	structure	4	ZFA:0001122		ZFS:0000020	ZFS:0000038	
ZFA:0000017	endoderm	structure	4	ZFA:0001122		ZFS:0000020	ZFS:0000035	
ZFA:0000018	epiblast	structure	3	ZFA:0001105	ZFA:0000111	ZFS:0000018	ZFS:0000022	
ZFA:0000019	epiphysis	structure	3	ZFA:0001488	ZFA:0001127;ZFA:0001158;ZFA:0001359	ZFS:0000025	ZFS:0000044	corpus pineale [EXACT] | pineal gland [EXACT] | pineal organ [EXACT]
ZFA:0000020	extraembryonic structure	structure	2	ZFA:0000037		ZFS:0000001	ZFS:0000032	extraembryonic structures [EXACT]
ZFA:0000022	floor plate	structure	3	ZFA:0001488	ZFA:0000012	ZFS:0000024	ZFS:0000044	floorplate [EXACT] | fp [EXACT]
ZFA:0000023	forerunner cell group	structure	3	ZFA:0001105		ZFS:0000017	ZFS:0000023	DFCs [EXACT] | dorsal forerunner cells [EXACT] | forerunner cells [EXACT]
ZFA:0000024	retinal ganglion cell layer	structure	3	ZFA:0001477	ZFA:0000046	ZFS:0000030	ZFS:0000044	ganglion cell layer [EXACT]
ZFA:0000026	hatching gland	structure	3	ZFA:0001105		ZFS:0000025	ZFS:0000034	hgg [EXACT]
ZFA:0000027	paired fin skeleton	structure	5	ZFA:0000434	ZFA:0005596	ZFS:0000000	ZFS:0000044	appendicular skeleton [EXACT]
ZFA:0000028	heart primordium	structure	3	ZFA:0001477	ZFA:0000010	ZFS:0000024	ZFS:0000027	cardiac field [EXACT] | heart primordia [EXACT]
ZFA:0000029	hindbrain	structure	3	ZFA:0001488	ZFA:0000008	ZFS:0000025	ZFS:0000044	rhombencephalon [EXACT]
ZFA:0000030	macula utricle	structure	4	ZFA:0000386	ZFA:0000700	ZFS:0000000	ZFS:0000044	maculae utricle [EXACT]
ZFA:0000031	hypochord	structure	3	ZFA:0001477	ZFA:0000017	ZFS:0000025	ZFS:0000035	
ZFA:0000032	hypothalamus	structure	3	ZFA:0001488	ZFA:0000101	ZFS:0000028	ZFS:0000044	
ZFA:0000033	intermediate cell mass of mesoderm	structure	3	ZFA:0001477	ZFA:0005023	ZFS:0000026	ZFS:0000033	ICM [EXACT] | intermediate cell mass of Oellacher [EXACT] | posterior intermediate cell mass [EXACT]
ZFA:0000034	lateral line system	structure	5	ZFA:0000282	ZFA:0000142	ZFS:0000025	ZFS:0000044	ll [EXACT]
ZFA:0000035	lens	structure	3	ZFA:0001477	ZFA:0005566	ZFS:0000030	ZFS:0000044	lenses [EXACT]
ZFA:0000036	liver and biliary system	structure	4	ZFA:0001439		ZFS:0000029	ZFS:0000044	
ZFA:0000037	anatomical structure	structure	1	ZFA:0100000		ZFS:0000001	ZFS:0000044	anatomical structures [EXACT]
ZFA:0000038	margin	structure	3	ZFA:0001105		ZFS:0000016	ZFS:0000022	
ZFA:0000039	median axial vein	structure	5	ZFA:0000082		ZFS:0000029	ZFS:0000044	
ZFA:0000040	median fin fold	structure	4	ZFA:0000292		ZFS:0000028	ZFS:0000037	median fin [RELATED]
ZFA:0000041	mesoderm	structure	4	ZFA:0001122		ZFS:0000020	ZFS:0000034	
ZFA:0000042	midbrain hindbrain boundary	structure	2	ZFA:0001689	ZFA:0000008	ZFS:0000026	ZFS:0000044	isthmus [EXACT] | mhb [EXACT] | midbrain-hindbrain boundary [EXACT]
ZFA:0000043	muscle pioneer somite 1	cell	5	ZFA:0001086	ZFA:0000072	ZFS:0000024	ZFS:0000034	muscle pioneers somite 1 [EXACT]
ZFA:0000044	myotome somite 14	structure	5	ZFA:0001056	ZFA:0000726	ZFS:0000026	ZFS:0000034	
ZFA:0000045	neural crest	structure	3	ZFA:0001477		ZFS:0000023	ZFS:0000031	
ZFA:0000046	retinal neural layer	structure	3	ZFA:0001477	ZFA:0000152	ZFS:0000030	ZFS:0000044	neural retina [EXACT] | neuroretina [EXACT]
ZFA:0000047	peripheral olfactory organ	structure	4	ZFA:0001490	ZFA:0001149	ZFS:0000030	ZFS:0000044	nasal sac [EXACT] | nose [RELATED]
ZFA:0000048	olfactory placode	structure	4	ZFA:0001309	ZFA:0001149	ZFS:0000025	ZFS:0000029	olfactory placodes [EXACT]
ZFA:0000049	optic recess	structure	2	ZFA:0001643	ZFA:0000079	ZFS:0000029	ZFS:0000044	optic recesses [EXACT]
ZFA:0000050	optic vesicle	structure	3	ZFA:0001477	ZFA:0001678	ZFS:0000024	ZFS:0000027	optic vesicles [EXACT]
ZFA:0000051	otic vesicle	structure	3	ZFA:0001105		ZFS:0000026	ZFS:0000000	otic capsule [RELATED] | otocyst [EXACT] | ov [EXACT]
ZFA:0000052	dorsal actinotrichium	structure	4	ZFA:0000089	ZFA:0000102	ZFS:0000029	ZFS:0000034	dorsal actinotrichia [EXACT]
ZFA:0000053	presumptive segmental plate	structure	3	ZFA:0001105	ZFA:0000041	ZFS:0000020	ZFS:0000022	presumptive segmental plates [EXACT]
ZFA:0000054	pericardium	structure	4	ZFA:0005425	ZFA:0007115	ZFS:0000028	ZFS:0000044	pericardial sac [EXACT]
ZFA:0000056	pharynx	structure	3	ZFA:0001488	ZFA:0000339	ZFS:0000025	ZFS:0000044	
ZFA:0000058	polster	structure	3	ZFA:0001105	ZFA:0000060	ZFS:0000022	ZFS:0000029	pillow [EXACT]
ZFA:0000059	postoptic commissure	structure	5	ZFA:0000338		ZFS:0000029	ZFS:0000044	POC [EXACT] | post optic commissure [EXACT] | post-optic commissure [EXACT]
ZFA:0000060	prechordal plate	structure	3	ZFA:0001477	ZFA:0001204	ZFS:0000020	ZFS:0000029	
ZFA:0000062	presumptive forebrain	structure	3	ZFA:0001105	ZFA:0000146;ZFA:0007014	ZFS:0000019	ZFS:0000020	presumptive prosencephalon [EXACT]
ZFA:0000063	presumptive neural plate	structure	4	ZFA:0001116		ZFS:0000014	ZFS:0000021	neurectoderm [RELATED] | presumptive central nervous system [EXACT] | prospective neuroectoderm [EXACT] | prospective vegetal ectoderm [EXACT]
ZFA:0000064	presumptive retinal pigmented epithelium	structure	3	ZFA:0001477	ZFA:0001202	ZFS:0000028	ZFS:0000029	outer layer optic cup [EXACT] | presumptive pigmented epithelia [EXACT]
ZFA:0000066	proctodeum	structure	4	ZFA:0000292	ZFA:0000112	ZFS:0000028	ZFS:0000029	anus [RELATED]
ZFA:0000067	pronephric mesoderm	structure	5	ZFA:0000041	ZFA:0001206	ZFS:0000023	ZFS:0000024	pronephric primordium [EXACT]
ZFA:0000068	proneural cluster	structure	3	ZFA:0001105	ZFA:0000132	ZFS:0000023	ZFS:0000024	proneural clusters [EXACT]
ZFA:0000069	rhombomere 6	structure	5	ZFA:0001064		ZFS:0000025	ZFS:0000000	r6 [EXACT]
ZFA:0000071	shield	structure	3	ZFA:0001105	ZFA:0000111	ZFS:0000019	ZFS:0000019	dorsal organizer [EXACT] | organizer [EXACT] | Spemann Mangold organizer [EXACT] | Spemann's organizer [EXACT]
ZFA:0000072	somite 1	structure	4	ZFA:0000155		ZFS:0000023	ZFS:0000034	
ZFA:0000073	somite 5	structure	4	ZFA:0000155		ZFS:0000024	ZFS:0000034	
ZFA:0000074	somite 26	structure	4	ZFA:0000155		ZFS:0000028	ZFS:0000034	
ZFA:0000075	spinal cord	structure	4	ZFA:0001490	ZFA:0000012	ZFS:0000029	ZFS:0000044	medulla spinalis [EXACT] | spinal cord structure [RELATED]
ZFA:0000076	swim bladder	structure	4	ZFA:0001490	ZFA:0007116	ZFS:0000034	ZFS:0000044	gas bladder [EXACT]
ZFA:0000077	tail bud	structure	3	ZFA:0001105		ZFS:0000022	ZFS:0000029	tail bud mesenchyme [RELATED] | tailbud [EXACT]
ZFA:0000078	ventral actinotrichium	structure	4	ZFA:0000089	ZFA:0001069	ZFS:0000029	ZFS:0000034	ventral actinotrichia [EXACT]
ZFA:0000079	telencephalon	structure	3	ZFA:0001488	ZFA:0000109	ZFS:0000025	ZFS:0000044	
ZFA:0000080	trigeminal neural crest	structure	5	ZFA:0001194		ZFS:0000023	ZFS:0000028	
ZFA:0000081	trunk mesenchyme	structure	4	ZFA:0000393		ZFS:0000022	ZFS:0000034	
ZFA:0000082	vein	structure	4	ZFA:0005314	ZFA:0001079	ZFS:0000027	ZFS:0000044	venous system [RELATED]
ZFA:0000083	ventral mesoderm	structure	5	ZFA:0000041		ZFS:0000020	ZFS:0000029	
ZFA:0000084	yolk	cell	3	ZFA:0009000		ZFS:0000001	ZFS:0000037	yolk cell [EXACT]
ZFA:0000085	apical ectodermal ridge pectoral fin bud	structure	6	ZFA:0001702	ZFA:0000141	ZFS:0000030	ZFS:0000032	AER pectoral fin [EXACT] | apical ectodermal ridge pectoral fin [EXACT] | apical ectodermal ridge pectoral fin buds [EXACT] | apical ectodermal ridge pectoral fins [EXACT] | apical fold pectoral fin [EXACT]
ZFA:0000086	EVL	structure	3	ZFA:0001105	ZFA:0001176	ZFS:0000016	ZFS:0000021	enveloping layer [EXACT]
ZFA:0000088	yolk syncytial layer	structure	3	ZFA:0001105		ZFS:0000011	ZFS:0000037	periblast [EXACT] | yolk sac [RELATED] | YSL [EXACT]
ZFA:0000089	fin fold actinotrichium	structure	5	ZFA:0005435	ZFA:0000040	ZFS:0000029	ZFS:0000034	fin fold actinotrichia [EXACT] | median fin fold actinotrichium [EXACT]
ZFA:0000090	apical ectodermal ridge dorsal fin	structure	6	ZFA:0001702	ZFA:0001173	ZFS:0000030	ZFS:0000035	
ZFA:0000091	axial chorda mesoderm	structure	4	ZFA:0001116	ZFA:0001204	ZFS:0000020	ZFS:0000022	chorda mesoderm [EXACT] | chordamesoderm [EXACT] | presumptive notochord [EXACT]
ZFA:0000092	axis	structure	3	ZFA:0001308		ZFS:0000017	ZFS:0000024	midline [EXACT]
ZFA:0000093	blastomere	cell	3	ZFA:0009000	ZFA:0001175	ZFS:0000001	ZFS:0000015	blastomeres [EXACT]
ZFA:0000094	blood island	structure	3	ZFA:0001477	ZFA:0000033	ZFS:0000028	ZFS:0000029	blood islands [EXACT] | caudal hematopoietic tissue [RELATED] | posterior blood island [RELATED] | posterior ICM [EXACT]
ZFA:0000095	pharyngeal arch 3-7 skeleton	structure	4	ZFA:0001478	ZFA:0001216;ZFA:0001613	ZFS:0000025	ZFS:0000044	branchial arch skeleton [EXACT] | gill arches 1-5 skeleton [EXACT]
ZFA:0000096	cardinal system	structure	5	ZFA:0001079		ZFS:0000027	ZFS:0000044	
ZFA:0000097	carotid artery	structure	5	ZFA:0000005		ZFS:0000029	ZFS:0000044	
ZFA:0000098	proliferative region	structure	4	ZFA:0001478		ZFS:0000012	ZFS:0000044	cell cycle [RELATED] | cell division [RELATED] | proliferation [RELATED]
ZFA:0000099	brain vasculature	structure	5	ZFA:0001267	ZFA:0000008	ZFS:0000029	ZFS:0000044	
ZFA:0000100	cerebellum	structure	3	ZFA:0001488	ZFA:0000029	ZFS:0000028	ZFS:0000044	
ZFA:0000101	diencephalon	structure	3	ZFA:0001488	ZFA:0000109	ZFS:0000025	ZFS:0000044	
ZFA:0000102	dorsal fin fold	structure	3	ZFA:0001488	ZFA:0000040	ZFS:0000028	ZFS:0000037	
ZFA:0000105	epidermis	structure	4	ZFA:0001486	ZFA:0000368	ZFS:0000029	ZFS:0000044	
ZFA:0000106	extension	structure	3	ZFA:0001308	ZFA:0000084	ZFS:0000025	ZFS:0000036	yolk extension [EXACT]
ZFA:0000107	eye	structure	4	ZFA:0001490	ZFA:0001114;ZFA:0001127	ZFS:0000029	ZFS:0000044	eyes [EXACT]
ZFA:0000108	fin	structure	4	ZFA:0000292		ZFS:0000028	ZFS:0000044	fins [EXACT]
ZFA:0000109	forebrain	structure	3	ZFA:0001488	ZFA:0000008	ZFS:0000025	ZFS:0000044	prosencephalon [EXACT]
ZFA:0000110	fourth ventricle	structure	3	ZFA:0001488	ZFA:0000029;ZFA:0001261	ZFS:0000026	ZFS:0000044	4th ventricle [EXACT] | hindbrain ventricle [EXACT] | rhombencephalic ventricle [EXACT] | rhombencephalic vesicle [EXACT] | ventricle IV [EXACT] | ventriculus rhombencephali [EXACT]
ZFA:0000111	germ ring	structure	3	ZFA:0001105		ZFS:0000018	ZFS:0000022	
ZFA:0000112	gut	structure	3	ZFA:0001512	ZFA:0000339	ZFS:0000025	ZFS:0000044	alimentary canal [EXACT] | enteric tract [EXACT] | gut tube [EXACT]
ZFA:0000113	head mesenchyme	structure	4	ZFA:0000393		ZFS:0000023	ZFS:0000044	
ZFA:0000114	heart	structure	4	ZFA:0001490	ZFA:0000010;ZFA:0007115	ZFS:0000032	ZFS:0000044	
ZFA:0000115	heart rudiment	structure	3	ZFA:0001477	ZFA:0000010	ZFS:0000027	ZFS:0000028	heart cone [EXACT] | rudimentary heart [EXACT]
ZFA:0000116	macula lagena	structure	4	ZFA:0000386	ZFA:0000374	ZFS:0000000	ZFS:0000044	maculae lagena [EXACT]
ZFA:0000117	hypoblast	structure	3	ZFA:0001105	ZFA:0000111	ZFS:0000018	ZFS:0000022	mesendoderm [EXACT]
ZFA:0000118	hypophysis	structure	3	ZFA:0000496	ZFA:0000101;ZFA:0001158	ZFS:0000027	ZFS:0000044	pituitary [EXACT]
ZFA:0000119	retinal inner nuclear layer	structure	3	ZFA:0001477	ZFA:0000046	ZFS:0000030	ZFS:0000044	inner nuclear layer [EXACT] | intermediate cell layer [EXACT]
ZFA:0000120	lateral line ganglion	structure	5	ZFA:0000013	ZFA:0000034	ZFS:0000029	ZFS:0000044	lateral line ganglia [EXACT] | llg [EXACT]
ZFA:0000121	lateral plate mesoderm	structure	5	ZFA:0000041		ZFS:0000023	ZFS:0000029	lateral plate [EXACT] | LPM [EXACT]
ZFA:0000122	lens placode	structure	3	ZFA:0001477	ZFA:0000016;ZFA:0001678	ZFS:0000024	ZFS:0000026	lens placodes [EXACT]
ZFA:0000123	liver	structure	4	ZFA:0001491	ZFA:0000036;ZFA:0000339	ZFS:0000030	ZFS:0000044	
ZFA:0000124	liver primordium	structure	3	ZFA:0001105	ZFA:0000036	ZFS:0000029	ZFS:0000029	liver bud [EXACT]
ZFA:0000125	mandibular lateral line neuromast	structure	5	ZFA:0000243	ZFA:0000259	ZFS:0000036	ZFS:0000044	neuromast mandibular [EXACT] | neuromasts mandibular [EXACT]
ZFA:0000126	centrum	structure	6	ZFA:0001591	ZFA:0001189	ZFS:0000035	ZFS:0000044	autocentrum [EXACT]
ZFA:0000128	midbrain	structure	3	ZFA:0001488	ZFA:0000008	ZFS:0000025	ZFS:0000044	mesencephalon [EXACT]
ZFA:0000130	olfactory pit	structure	2	ZFA:0001643	ZFA:0000047	ZFS:0000030	ZFS:0000044	nasal canal [EXACT] | nasal cavity [EXACT] | nasal pit [EXACT] | olfactory cavity [EXACT]
ZFA:0000131	neural keel	structure	3	ZFA:0001477		ZFS:0000022	ZFS:0000025	presumptive central nervous system [RELATED]
ZFA:0000132	neural plate	structure	3	ZFA:0001477		ZFS:0000020	ZFS:0000024	presumptive central nervous system [RELATED]
ZFA:0000133	neural rod	structure	3	ZFA:0001477		ZFS:0000024	ZFS:0000026	presumptive central nervous system [RELATED]
ZFA:0000135	notochord	structure	3	ZFA:0001477		ZFS:0000022	ZFS:0000044	notocord [EXACT]
ZFA:0000136	otic lateral line neuromast	structure	5	ZFA:0000243	ZFA:0000464	ZFS:0000036	ZFS:0000044	neuromast otic [EXACT] | neuromasts otic [EXACT]
ZFA:0000137	optic stalk	structure	3	ZFA:0001477	ZFA:0000101	ZFS:0000025	ZFS:0000037	optic stalks [EXACT]
ZFA:0000138	otic placode	structure	5	ZFA:0001310	ZFA:0001138	ZFS:0000022	ZFS:0000028	
ZFA:0000140	pancreas	structure	3	ZFA:0000496	ZFA:0001371;ZFA:0007116	ZFS:0000033	ZFS:0000044	
ZFA:0000141	pectoral fin bud	structure	5	ZFA:0001383		ZFS:0000029	ZFS:0000033	pectoral fin buds [EXACT]
ZFA:0000142	peripheral nervous system	structure	5	ZFA:0000396		ZFS:0000023	ZFS:0000044	pns [EXACT]
ZFA:0000143	retinal photoreceptor layer	structure	3	ZFA:0001477	ZFA:0000046	ZFS:0000030	ZFS:0000044	retinal photoreceptor layers [EXACT]
ZFA:0000144	retinal pigmented epithelium	structure	4	ZFA:0001486	ZFA:0000152	ZFS:0000030	ZFS:0000044	pigmented epithelium [EXACT] | pigmented retina [EXACT] | pigmented retinal epithelium [EXACT] | PRE [EXACT] | RPE [EXACT]
ZFA:0000146	presumptive brain	structure	3	ZFA:0001105	ZFA:0000063	ZFS:0000014	ZFS:0000020	brain rudiment [EXACT]
ZFA:0000148	presumptive midbrain	structure	3	ZFA:0001105	ZFA:0000146;ZFA:0007014	ZFS:0000019	ZFS:0000020	presumptive mesencephalon [EXACT]
ZFA:0000149	primitive heart tube	structure	3	ZFA:0001488	ZFA:0000010;ZFA:0007115	ZFS:0000028	ZFS:0000029	
ZFA:0000150	pronephric duct	structure	4	ZFA:0005171	ZFA:0000151	ZFS:0000025	ZFS:0000039	pronephric ducts [EXACT]
ZFA:0000151	pronephros	structure	4	ZFA:0001490	ZFA:0000163;ZFA:0007116	ZFS:0000025	ZFS:0000039	embryonic kidney [EXACT] | pronephric nephron [EXACT]
ZFA:0000152	retina	structure	3	ZFA:0001488	ZFA:0005567	ZFS:0000030	ZFS:0000044	retinas [EXACT]
ZFA:0000153	rhombomere 8	structure	5	ZFA:0001064		ZFS:0000025	ZFS:0000000	r8 [EXACT]
ZFA:0000154	sinus venosus	structure	3	ZFA:0001488	ZFA:0000114	ZFS:0000032	ZFS:0000044	inflow tract [EXACT]
ZFA:0000155	somite	structure	3	ZFA:0001477	ZFA:0001115	ZFS:0000023	ZFS:0000034	somitic mesoderm [RELATED]
ZFA:0000156	somite 20	structure	4	ZFA:0000155		ZFS:0000027	ZFS:0000034	
ZFA:0000157	somite 30	structure	4	ZFA:0000155		ZFS:0000028	ZFS:0000034	
ZFA:0000158	urostyle	structure	6	ZFA:0001591	ZFA:0000862	ZFS:0000040	ZFS:0000044	compound centrum [EXACT] | last vertebra [EXACT] | ultimate vertebra [EXACT]
ZFA:0000159	tectal ventricle	structure	3	ZFA:0001488	ZFA:0000128;ZFA:0001261	ZFS:0000025	ZFS:0000044	cerebral aqueduct [EXACT] | medial tectal ventricle [EXACT] | mesencephalic ventricle [EXACT] | mesencephalic vesicle [EXACT] | midbrain ventricle [EXACT] | ventriculus mesencephali [EXACT]
ZFA:0000160	tegmentum	structure	3	ZFA:0001488	ZFA:0000128;ZFA:0001707	ZFS:0000029	ZFS:0000044	mesencephalic tegmentum [EXACT] | midbrain tegmentum [EXACT]
ZFA:0000161	third ventricle	structure	3	ZFA:0001488	ZFA:0000101;ZFA:0001261	ZFS:0000000	ZFS:0000044	3rd ventricle [EXACT] | diencephalic ventricle [EXACT] | diencephalic vesicle [EXACT] | ventriculus diencephali [EXACT]
ZFA:0000162	trigeminal placode	structure	5	ZFA:0001310		ZFS:0000023	ZFS:0000026	trigeminal placodes [EXACT]
ZFA:0000163	renal system	structure	4	ZFA:0001439		ZFS:0000025	ZFS:0000044	urinary system [RELATED]
ZFA:0000164	ventral mesenchyme	structure	4	ZFA:0000393		ZFS:0000029	ZFS:0000034	
ZFA:0000165	inferior lobe	structure	3	ZFA:0001488	ZFA:0000347	ZFS:0000000	ZFS:0000044	inferior lobe of hypothalamus [EXACT] | inferior lobes [EXACT] | lateral lobe of hypothalamus [EXACT] | lobus inferior hypothalami [EXACT]
ZFA:0000166	lateral crista	structure	5	ZFA:0007068	ZFA:0000220	ZFS:0000035	ZFS:0000044	lateral crista ampullaris [EXACT] | lateral cristae [EXACT] | lateral semicircular canal sensory patch [EXACT] | lateral semicircular canal sensory patches [EXACT] | lc [EXACT] | medial crista [RELATED]
ZFA:0000167	anal fin skeleton	structure	5	ZFA:0001123	ZFA:0001162	ZFS:0000000	ZFS:0000044	
ZFA:0000168	anterior macula	structure	4	ZFA:0000386	ZFA:0001671	ZFS:0000029	ZFS:0000000	am [EXACT] | anterior sensory patch [EXACT]
ZFA:0000170	basibranchial	structure	5	ZFA:0001591	ZFA:0000095	ZFS:0000000	ZFS:0000044	basibranchials [EXACT]
ZFA:0000172	branchial muscle	structure	5	ZFA:0001652	ZFA:0001307;ZFA:0001613	ZFS:0000000	ZFS:0000044	branchial muscles [EXACT]
ZFA:0000173	bulbus arteriosus	structure	3	ZFA:0001488	ZFA:0000114	ZFS:0000032	ZFS:0000044	cardiac outflow tract [EXACT] | outflow tract [EXACT] | truncus [EXACT]
ZFA:0000174	cerebellovestibular tract	structure	4	ZFA:0001708	ZFA:0000100	ZFS:0000000	ZFS:0000044	caudal cerebellar tract [EXACT] | caudal cerebellar tracts [EXACT] | cerebellovestibular tracts [EXACT]
ZFA:0000175	posterior lateral line nerve	structure	5	ZFA:0000641;ZFA:0001479	ZFA:0001471	ZFS:0000000	ZFS:0000044	caudal lateral line nerve [EXACT]
ZFA:0000176	lateral nucleus of ventral telencephalon	structure	5	ZFA:0001667		ZFS:0000000	ZFS:0000044	area ventralis telencephali, nucleus lateralis [EXACT]
ZFA:0000177	caudal oblique	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	caudal obliques [EXACT]
ZFA:0000178	caudal peduncle	structure	3	ZFA:0001308	ZFA:0001117	ZFS:0000000	ZFS:0000044	
ZFA:0000179	caudal root of abducens nerve	structure	4	ZFA:0001663	ZFA:0000310;ZFA:0000545	ZFS:0000000	ZFS:0000044	radix caudalis nervi abducentis [EXACT]
ZFA:0000180	caudal vein	structure	5	ZFA:0000082	ZFA:0005037;ZFA:0005295	ZFS:0000036	ZFS:0000044	CV [EXACT]
ZFA:0000181	caudal zone of dorsal telencephalon	structure	4	ZFA:0001660	ZFA:0000505	ZFS:0000000	ZFS:0000044	area dorsalis telencephali, zona posterior [EXACT] | caudal zone of D [EXACT] | Dp [EXACT] | posterior zone of dorsal telencephalic area [EXACT]
ZFA:0000182	central caudal thalamic nucleus	structure	4	ZFA:0001659	ZFA:0000653	ZFS:0000000	ZFS:0000044	central posterior thalamic nucleus [EXACT] | nucleus centralis posterior thalami [EXACT]
ZFA:0000183	central pretectum	structure	3	ZFA:0001488	ZFA:0000418	ZFS:0000000	ZFS:0000044	
ZFA:0000184	cleithrum	structure	5	ZFA:0001590	ZFA:0000407	ZFS:0000032	ZFS:0000044	cleithra [EXACT]
ZFA:0000185	commissura rostral, pars ventralis	structure	6	ZFA:0001108		ZFS:0000000	ZFS:0000044	commissura anterior, pars ventralis [EXACT]
ZFA:0000186	common cardinal vein	structure	5	ZFA:0000082	ZFA:0000096;ZFA:0005024	ZFS:0000027	ZFS:0000044	duct of Cuvier [EXACT]
ZFA:0000188	corpus cerebelli	structure	3	ZFA:0001488	ZFA:0000100	ZFS:0000000	ZFS:0000044	cerebellar corpus [EXACT] | corpus cerebelli granular layer [EXACT] | corpus cerebellum [EXACT]
ZFA:0000189	otic region	structure	4	ZFA:0001478	ZFA:0000737	ZFS:0000000	ZFS:0000044	cranial vault [RELATED]
ZFA:0000190	ganglion	structure	3	ZFA:0001477	ZFA:0000142	ZFS:0000023	ZFS:0000044	ganglia [EXACT]
ZFA:0000191	dentary	structure	5	ZFA:0001590	ZFA:0000863;ZFA:0001273	ZFS:0000000	ZFS:0000044	dentary bone [EXACT]
ZFA:0000192	descending trigeminal root	structure	4	ZFA:0001663	ZFA:0000545	ZFS:0000000	ZFS:0000044	radix descendens nervi trigemini [EXACT]
ZFA:0000193	diffuse nucleus inferior lobe	structure	4	ZFA:0001659	ZFA:0000165	ZFS:0000000	ZFS:0000044	diffuse nuclei [EXACT] | DIL [EXACT]
ZFA:0000194	dorsal accessory optic nucleus	structure	4	ZFA:0001659	ZFA:0000183	ZFS:0000000	ZFS:0000044	nucleus opticus accessorius dorsalis [EXACT]
ZFA:0000195	dorsal depressor	structure	6	ZFA:0005270	ZFA:0000648	ZFS:0000000	ZFS:0000044	depressor dorsalis [EXACT] | dorsal depressors [EXACT]
ZFA:0000196	dorsal hypohyal bone	structure	6	ZFA:0001381		ZFS:0000000	ZFS:0000044	dorsal hypohyals [EXACT]
ZFA:0000197	dorsal habenular nucleus	structure	4	ZFA:0005575	ZFA:0000213	ZFS:0000000	ZFS:0000044	dorsal habenular nuclei [EXACT] | dorsal nuclei [EXACT]
ZFA:0000199	dorsal periventricular hypothalamus	structure	3	ZFA:0001488	ZFA:0000347	ZFS:0000000	ZFS:0000044	
ZFA:0000200	dorsal root ganglion	structure	5	ZFA:0001573		ZFS:0000029	ZFS:0000044	dorsal root ganglia [EXACT] | DRG [EXACT]
ZFA:0000201	dorsal transverse	structure	6	ZFA:0000172		ZFS:0000000	ZFS:0000044	
ZFA:0000202	efferent branchial artery	structure	4	ZFA:0000005	ZFA:0000354;ZFA:0005003	ZFS:0000000	ZFS:0000044	EBA [EXACT]
ZFA:0000204	esophagus	structure	3	ZFA:0001488	ZFA:0000112	ZFS:0000030	ZFS:0000044	oesophagus [EXACT]
ZFA:0000205	external lateral ventral muscle	structure	5	ZFA:0005277	ZFA:0005818	ZFS:0000040	ZFS:0000044	external ventral flexor [RELATED] | lateralis superficialis ventralis [EXACT] | LSV [RELATED]
ZFA:0000206	facial nerve motor nucleus	structure	4	ZFA:0001658	ZFA:0000545	ZFS:0000000	ZFS:0000044	facial motor nucleus [EXACT] | motor nucleus VII [EXACT] | nucleus motorius nervi facialis [EXACT] | nVII [EXACT]
ZFA:0000207	fin musculature	structure	5	ZFA:0000548		ZFS:0000030	ZFS:0000044	
ZFA:0000208	gall bladder	structure	3	ZFA:0000496	ZFA:0000036;ZFA:0000339;ZFA:0007116	ZFS:0000033	ZFS:0000044	
ZFA:0000209	lateral preglomerular nucleus	structure	5	ZFA:0001662		ZFS:0000000	ZFS:0000044	lateral preglomerular nuclei [EXACT]
